Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	O2 um/l	O2 temp	Ch conc	Ch temp	Press	Temp	Cond	Sal	O2%	O2ppm	Temp2	TempIntake
EQU	0	13/12/11	03:14:28	01:14:30	-47.1322	4.0327	6.53	NaN	12728534.00	394.90	13509566.00	0.12	28.48	1018.40	1018.63	-0.37	2.95	115.27	68.00	-55.20	9.82	9.63	9.85	0.36	4.94	21.87	14.96	372.80	6.52	1.340	0.0	0.00	6.631	34.085	34.047	119.50	11.71	-38.583	5.9294
EQU	0	13/12/11	03:15:58	01:16:00	-47.1360	4.0294	6.53	NaN	12752854.00	393.78	13514151.00	0.12	28.47	1018.56	1018.60	-0.36	2.95	116.38	68.00	-55.20	9.82	9.63	9.85	0.36	3.69	21.87	14.96	371.00	6.52	1.355	0.0	0.00	6.625	34.082	34.049	119.30	11.69	-38.583	5.9334
EQU	128	13/12/11	03:17:29	01:17:31	-47.1398	4.0260	6.53	NaN	12743222.00	391.72	13513041.00	0.12	28.47	1018.42	1018.55	-0.31	2.96	116.12	68.00	-55.21	9.82	9.63	9.85	0.36	4.37	21.87	14.96	371.49	6.52	1.360	0.0	0.00	6.625	34.086	34.054	119.20	11.68	-38.583	0.0000
EQU	0	13/12/11	03:18:58	01:19:00	-47.1435	4.0226	6.53	NaN	12830713.00	390.79	13559899.00	0.12	28.47	1018.39	1018.25	-0.28	2.95	116.05	68.00	-55.19	9.82	9.63	9.85	0.36	4.62	21.87	14.96	371.54	6.52	1.353	0.0	0.00	6.624	34.084	34.052	119.20	11.69	-38.583	5.9321
EQU	16384	13/12/11	03:20:28	01:20:30	-47.1474	4.0191	6.53	NaN	12727402.00	389.92	13506707.00	0.13	28.46	1018.34	1018.50	-0.35	2.96	114.81	68.00	-55.18	9.82	9.63	9.85	0.36	4.69	21.87	14.86	370.33	6.51	1.360	0.0	0.00	6.621	34.084	34.055	119.10	11.67	-38.583	5.9387
EQU	0	13/12/11	03:21:59	01:22:01	-47.1512	4.0157	6.53	NaN	12755077.00	389.22	13535239.00	0.12	28.46	1018.35	1018.32	-0.31	2.95	115.20	68.00	-55.17	9.82	9.63	9.85	0.36	4.75	21.87	14.86	370.67	6.53	1.387	0.0	0.00	6.629	34.089	34.053	119.00	11.66	-38.583	5.9460
EQU	0	13/12/11	03:23:28	01:23:30	-47.1550	4.0123	6.54	NaN	12734138.00	388.18	13502750.00	0.12	28.45	1018.33	1018.48	-0.34	2.95	117.51	68.00	-55.17	9.82	9.63	9.85	0.36	4.69	21.87	14.86	371.12	6.53	1.433	0.0	0.00	6.627	34.097	34.064	119.00	11.66	-38.583	5.9554
EQU	0	13/12/11	03:24:58	01:25:00	-47.1589	4.0088	6.55	NaN	12703934.00	386.82	13468192.00	0.12	28.45	1018.23	1018.57	-0.43	2.96	115.79	68.00	-55.18	9.82	9.63	9.85	0.36	4.69	21.87	14.86	371.12	6.54	1.462	0.0	0.00	6.640	34.107	34.062	119.00	11.66	-38.583	5.9585
EQU	0	13/12/11	03:26:28	01:26:30	-47.1628	4.0053	6.55	NaN	12781425.00	385.54	13560035.00	0.12	28.46	1018.24	1018.10	-0.31	2.95	117.17	68.00	-55.19	9.82	9.63	9.85	0.36	4.75	21.87	14.86	371.71	6.54	1.468	0.0	0.00	6.642	34.100	34.052	119.00	11.66	-38.583	5.9596
EQU	128	13/12/11	03:27:58	01:28:00	-47.1666	4.0019	6.55	NaN	12753964.00	384.39	13513595.00	0.12	28.45	1018.19	1018.22	-0.34	2.95	122.48	67.00	-55.19	9.82	9.63	9.85	0.36	4.75	21.87	14.86	372.02	6.55	1.461	0.0	0.00	6.645	34.113	34.063	119.10	11.66	-38.583	5.9425
EQU	0	13/12/11	03:29:28	01:29:30	-47.1704	3.9986	6.54	NaN	12792904.00	383.76	13537025.00	0.12	28.45	1018.34	1018.36	-0.33	2.96	111.33	67.00	-55.17	9.82	9.63	9.85	0.36	4.75	21.81	14.86	373.82	6.53	1.437	0.0	0.00	6.636	34.091	34.048	119.20	11.68	-38.583	5.9209
EQU	0	13/12/11	03:30:58	01:31:00	-47.1742	3.9951	6.52	NaN	12759121.00	383.17	13539946.00	0.12	28.45	1018.14	1018.18	-0.40	2.97	112.80	67.00	-55.19	9.82	9.63	9.85	0.36	4.81	21.87	14.86	374.02	6.51	1.428	0.0	0.00	6.619	34.078	34.051	119.40	11.70	-38.583	5.9118
EQU	0	13/12/11	03:32:28	01:32:30	-47.1780	3.9916	6.51	NaN	12774636.00	382.57	13463089.00	0.12	28.45	1018.22	1018.40	-0.40	2.97	115.86	67.00	-55.20	9.82	9.63	9.85	0.36	4.81	21.87	14.86	373.45	6.50	1.444	0.0	0.00	6.604	34.068	34.054	119.40	11.71	-38.583	5.9050
EQU	128	13/12/11	03:33:58	01:34:00	-47.1818	3.9882	6.50	NaN	12786806.00	381.24	13503541.00	0.13	28.45	1018.34	1018.45	-0.41	2.97	114.42	67.00	-55.20	9.82	9.63	9.85	0.36	4.94	21.81	14.86	374.06	6.49	1.454	0.0	0.00	6.597	34.061	34.054	119.60	11.72	-38.583	5.9120
EQU	0	13/12/11	03:35:28	01:35:30	-47.1857	3.9847	6.50	NaN	12766318.00	380.47	13478692.00	0.13	28.45	1018.23	1018.39	-0.39	2.97	115.27	67.00	-55.19	9.82	9.63	9.85	0.36	3.81	21.87	14.86	373.20	6.50	1.469	0.0	0.00	6.598	34.059	34.051	119.50	11.72	-38.583	5.9150
EQU	0	13/12/11	03:36:58	01:37:00	-47.1895	3.9812	6.51	NaN	12827622.00	380.04	13527494.00	0.13	28.46	1018.41	1018.29	-0.22	2.96	111.65	67.00	-55.18	9.82	9.63	9.85	0.36	4.06	21.81	14.86	372.78	6.50	1.469	0.0	0.00	6.601	34.066	34.055	119.50	11.72	-38.583	5.9176
EQU	128	13/12/11	03:38:28	01:38:30	-47.1934	3.9776	6.51	NaN	12748061.00	379.59	13508896.00	0.12	28.45	1018.13	1018.17	-0.29	2.96	112.42	67.00	-55.17	9.82	9.63	9.85	0.36	4.62	21.81	14.86	373.09	6.51	1.480	0.0	0.00	6.604	34.075	34.063	119.50	11.71	-38.583	5.9200
EQU	0	13/12/11	03:39:58	01:40:00	-47.1973	3.9741	6.51	NaN	12746908.00	379.51	13483451.00	0.12	28.45	1018.18	1018.42	-0.31	2.97	111.84	67.00	-55.16	9.82	9.63	9.85	0.36	4.69	21.81	14.86	373.18	6.50	1.482	0.0	0.00	6.604	34.065	34.052	119.40	11.71	-38.583	5.9224
EQU	0	13/12/11	03:41:28	01:41:30	-47.2012	3.9705	6.51	NaN	12821467.00	379.34	13529062.00	0.12	28.45	1018.19	1018.09	-0.37	2.96	111.97	67.00	-55.16	9.82	9.63	9.85	0.36	4.69	21.81	14.86	373.22	6.50	1.479	0.0	0.00	6.608	34.067	34.049	119.40	11.71	-38.583	5.9251
EQU	0	13/12/11	03:42:59	01:43:01	-47.2051	3.9669	6.51	NaN	12741118.00	379.38	13471124.00	0.12	28.44	1018.18	1018.34	-0.36	2.96	114.88	67.00	-55.18	9.82	9.63	9.85	0.36	4.75	21.75	14.86	372.48	6.51	1.482	0.0	0.00	6.607	34.068	34.051	119.40	11.71	-38.583	5.9279
EQU	128	13/12/11	03:44:28	01:44:30	-47.2090	3.9634	6.52	NaN	12748148.00	379.30	13498537.00	0.12	28.44	1018.02	1017.96	-0.28	2.95	113.71	67.00	-55.18	9.82	9.63	9.85	0.36	4.75	21.81	14.86	372.91	6.51	1.499	0.0	0.00	6.609	34.071	34.053	119.30	11.70	-38.583	5.9327
EQU	0	13/12/11	03:45:58	01:46:00	-47.2129	3.9599	6.52	NaN	12765404.00	379.23	13519771.00	0.12	28.43	1017.92	1018.01	-0.38	2.96	113.38	67.00	-55.18	9.82	9.63	9.85	0.36	4.69	21.81	14.86	373.40	6.51	1.475	0.0	0.00	6.614	34.075	34.053	119.30	11.69	-38.583	5.9328
EQU	0	13/12/11	03:47:28	01:47:30	-47.2167	3.9563	6.52	NaN	12703996.00	379.19	13461057.00	0.13	28.44	1017.96	1018.28	-0.28	2.96	113.06	67.00	-55.17	9.82	9.63	9.85	0.36	4.69	21.81	14.86	373.01	6.52	1.451	0.0	0.00	6.615	34.070	34.046	119.30	11.70	-38.583	5.9251
EQU	0	13/12/11	03:48:58	01:49:00	-47.2206	3.9528	6.52	NaN	12806412.00	379.33	13533101.00	0.12	28.43	1018.04	1017.90	-0.40	2.95	112.80	67.00	-55.19	9.82	9.63	9.85	0.36	4.69	21.87	14.86	372.80	6.52	1.419	0.0	0.00	6.610	34.067	34.048	119.30	11.69	-38.583	5.9184
EQU	128	13/12/11	03:50:28	01:50:30	-47.2245	3.9492	6.51	NaN	12806837.00	379.69	13531930.00	0.12	28.42	1017.89	1017.91	-0.41	2.95	113.51	67.00	-55.20	9.82	9.63	9.85	0.36	4.75	21.81	14.86	372.02	6.50	1.407	0.0	0.00	6.606	34.067	34.051	119.30	11.69	-38.583	5.8989
EQU	0	13/12/11	03:51:58	01:52:00	-47.2283	3.9456	6.50	NaN	12768991.00	380.09	13530347.00	0.12	28.42	1017.87	1017.93	-0.28	2.96	114.36	67.00	-55.18	9.82	9.63	9.85	0.36	4.75	21.75	14.86	372.47	6.49	1.329	0.0	0.00	6.596	34.050	34.043	119.10	11.69	-38.583	5.8771
EQU	16384	13/12/11	03:53:28	01:53:30	-47.2322	3.9420	6.48	NaN	12777786.00	381.00	13502526.00	0.12	28.42	1017.86	1017.98	-0.31	2.96	114.88	67.00	-55.17	9.82	9.63	9.85	0.36	4.81	21.81	14.86	372.40	6.46	1.275	0.0	0.00	6.572	34.033	34.047	119.10	11.69	-38.583	5.8419
EQU	0	13/12/11	03:54:58	01:55:00	-47.2361	3.9384	6.45	NaN	12743574.00	381.26	13485467.00	0.12	28.42	1017.89	1018.06	-0.33	2.96	114.16	67.00	-55.18	9.82	9.63	9.85	0.36	4.81	21.81	14.86	371.38	6.44	1.191	0.0	0.00	6.549	34.007	34.042	119.00	11.69	-38.583	5.8372
EQU	0	13/12/11	03:56:28	01:56:30	-47.2400	3.9349	6.43	NaN	12770852.00	381.54	13502858.00	0.12	28.41	1017.91	1017.94	-0.40	2.96	115.86	67.00	-55.19	9.82	9.63	9.85	0.36	4.87	21.81	14.86	370.47	6.43	1.181	0.0	0.00	6.533	34.001	34.051	118.80	11.67	-38.583	5.8337
EQU	0	13/12/11	03:57:58	01:58:00	-47.2438	3.9313	6.43	NaN	12772120.00	381.88	13497726.00	0.13	28.40	1017.91	1018.01	-0.36	2.95	115.46	67.00	-55.19	9.82	9.63	9.85	0.36	4.94	21.81	14.86	371.55	6.42	1.180	0.0	0.00	6.527	33.988	34.043	118.70	11.67	-38.583	5.8192
EQU	0	13/12/11	03:59:28	01:59:30	-47.2477	3.9278	6.42	NaN	12754852.00	382.26	13506208.00	0.12	28.40	1017.93	1018.11	-0.47	2.95	112.93	67.00	-55.18	9.82	9.63	9.85	0.36	3.81	21.81	14.75	371.91	6.41	1.166	0.0	0.00	6.516	33.984	34.048	118.70	11.67	-38.583	5.8110
EQU	128	13/12/11	04:00:58	02:01:00	-47.2515	3.9244	6.41	NaN	12765089.00	382.72	13505481.00	0.12	28.39	1017.88	1017.92	-0.38	2.96	115.53	67.00	-55.18	9.82	9.63	9.85	0.36	4.12	21.75	14.75	372.31	6.40	1.148	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	5.7992
EQU	0	13/12/11	04:02:28	02:02:30	-47.2554	3.9209	6.41	NaN	12745959.00	383.18	13505051.00	0.13	28.39	1017.82	1017.91	-0.29	2.96	114.16	67.00	-55.17	9.82	9.63	9.85	0.36	4.62	21.81	14.75	371.31	6.39	1.133	0.0	0.00	6.496	33.962	34.045	118.70	11.67	-38.583	5.8071
EQU	0	13/12/11	04:03:58	02:04:00	-47.2592	3.9174	6.40	NaN	12709561.00	383.19	13459643.00	0.13	28.39	1017.78	1018.09	-0.37	2.95	115.14	67.00	-55.19	9.82	9.63	9.85	0.36	4.75	21.81	14.75	371.92	6.39	1.146	0.0	0.00	6.497	33.960	34.040	118.60	11.66	-38.583	5.8057
EQU	0	13/12/11	04:05:28	02:05:30	-47.2632	3.9139	6.40	NaN	12760389.00	383.09	13509979.00	0.12	28.39	1017.77	1017.83	-0.31	2.95	114.36	67.00	-55.19	9.82	9.63	9.85	0.36	4.69	21.81	14.75	371.31	6.39	1.163	0.0	0.00	6.496	33.963	34.046	118.50	11.65	-38.583	5.7946
EQU	128	13/12/11	04:06:59	02:07:01	-47.2671	3.9103	6.39	NaN	12737796.00	383.09	13492492.00	0.12	28.39	1017.85	1017.80	-0.40	2.98	113.51	67.00	-55.18	9.82	9.63	9.85	0.36	4.69	21.81	14.75	370.92	6.38	1.132	0.0	0.00	6.490	33.955	34.042	118.40	11.64	-38.583	5.7836
EQU	0	13/12/11	04:08:28	02:08:30	-47.2710	3.9070	6.38	NaN	12705000.00	383.57	13501075.00	0.12	28.39	1017.71	1017.80	-0.34	2.94	114.81	67.00	-55.19	9.82	9.63	9.85	0.36	4.69	21.81	14.75	370.73	6.37	1.124	0.0	0.00	6.477	33.940	34.039	118.30	11.64	-38.583	5.7687
EQU	0	13/12/11	04:09:59	02:10:01	-47.2747	3.9036	6.36	NaN	12715813.00	384.47	13500504.00	0.12	28.38	1017.74	1017.93	-0.35	2.96	114.03	67.00	-55.20	9.82	9.63	9.85	0.36	4.75	21.81	14.75	371.52	6.35	1.091	0.0	0.00	6.461	33.929	34.042	118.30	11.64	-38.583	5.7547
EQU	0	13/12/11	04:11:28	02:11:30	-47.2785	3.9003	6.35	NaN	12722005.00	387.34	13490438.00	0.12	28.38	1017.76	1018.02	-0.29	2.95	113.19	67.00	-55.19	9.82	9.63	9.85	0.36	4.69	22.00	14.65	371.34	6.34	1.059	0.0	0.00	6.445	33.913	34.041	118.30	11.65	-38.583	5.7068
EQU	0	13/12/11	04:12:58	02:13:00	-47.2823	3.8970	6.30	NaN	12716755.00	390.52	13485100.00	0.13	28.38	1017.64	1017.83	-0.28	2.96	113.84	67.00	-55.17	9.82	9.63	9.85	0.36	4.75	22.12	14.65	370.50	6.32	1.004	0.0	0.00	6.410	33.878	34.037	118.30	11.65	-38.583	5.6975
EQU	0	13/12/11	04:14:28	02:14:30	-47.2860	3.8936	6.32	NaN	12727820.00	393.62	13496963.00	0.13	28.39	1017.69	1017.85	-0.34	2.95	114.49	67.00	-55.17	9.82	9.63	9.85	0.36	4.75	22.06	14.65	370.53	6.33	0.981	0.0	0.00	6.413	33.865	34.019	118.10	11.64	-38.583	5.6621
EQU	0	13/12/11	04:15:58	02:16:00	-47.2898	3.8903	6.27	NaN	12721939.00	395.68	13473029.00	0.13	28.40	1017.69	1017.90	-0.28	2.96	114.42	67.00	-55.17	9.82	9.63	9.85	0.36	4.75	22.19	14.65	371.23	6.29	0.950	0.0	0.00	6.376	33.828	34.015	118.10	11.64	-38.583	5.6920
EQU	128	13/12/11	04:17:28	02:17:30	-47.2936	3.8868	6.29	NaN	12732591.00	397.20	13505840.00	0.13	28.40	1017.80	1017.92	-0.34	2.94	117.70	67.00	-55.18	9.82	9.63	9.85	0.36	4.81	22.19	14.65	371.11	6.31	0.980	0.0	0.00	6.380	33.853	34.039	118.20	11.65	-38.583	5.7332
EQU	0	13/12/11	04:18:58	02:19:00	-47.2974	3.8833	6.31	NaN	12764206.00	398.11	13482982.00	0.13	28.42	1017.76	1017.84	-0.38	2.94	113.06	67.00	-55.19	9.82	9.63	9.85	0.36	4.87	22.19	14.65	0.00	0.00	1.046	0.0	0.00	6.405	33.886	34.050	118.40	11.67	-38.583	5.7195
EQU	128	13/12/11	04:20:35	02:20:37	-47.3014	3.8796	6.32	NaN	12691398.00	396.00	13470607.00	0.13	28.42	1017.65	1017.59	-0.41	2.95	108.48	67.00	-55.20	9.82	9.63	9.85	0.36	5.00	21.94	14.65	370.53	6.34	1.018	0.0	0.00	6.422	33.892	34.040	118.50	11.67	-38.583	5.7409
EQU	128	13/12/11	04:22:07	02:22:10	-47.3053	3.8760	6.32	NaN	12769463.00	394.41	13546733.00	0.13	28.42	1017.69	1017.79	-0.32	2.94	109.36	67.00	-55.20	9.82	9.63	9.85	0.36	3.69	21.87	14.55	370.13	6.36	1.045	0.0	0.00	6.439	33.896	34.028	118.90	11.71	-38.583	5.7004
EQU	0	13/12/11	04:23:38	02:23:40	-47.3091	3.8724	6.31	NaN	12739627.00	393.83	13492277.00	0.12	28.42	1017.63	1017.78	-0.37	2.95	117.64	67.00	-55.20	9.82	9.63	9.85	0.36	4.44	21.81	14.55	370.31	6.34	0.990	0.0	0.00	6.446	33.875	33.998	119.20	11.74	-38.583	5.7099
EQU	0	13/12/11	04:25:07	02:25:09	-47.3128	3.8690	6.31	NaN	12740753.00	394.11	13512011.00	0.12	28.43	1017.67	1017.67	-0.27	2.94	114.81	67.00	-55.21	9.82	9.63	9.85	0.36	4.69	21.87	14.55	370.04	6.33	1.002	0.0	0.00	6.431	33.882	34.020	119.70	11.79	-38.583	5.7202
EQU	0	13/12/11	04:26:38	02:26:40	-47.3166	3.8655	6.32	NaN	12791976.00	395.80	13549569.00	0.12	28.43	1017.64	1017.51	-0.32	2.95	110.88	67.00	-55.20	9.82	9.63	9.85	0.36	4.69	21.81	14.55	371.91	6.33	1.012	0.0	0.00	6.427	33.889	34.032	119.50	11.77	-38.583	5.7385
EQU	0	13/12/11	04:28:08	02:28:10	-47.3202	3.8621	6.33	NaN	12705466.00	396.06	13500795.00	0.12	28.44	1017.48	1017.67	-0.37	2.94	109.11	67.00	-55.18	9.82	9.63	9.85	0.36	4.75	21.81	14.55	370.60	6.36	1.031	0.0	0.00	6.435	33.901	34.037	118.90	11.71	-38.583	5.7408
EQU	0	13/12/11	04:29:38	02:29:40	-47.3240	3.8585	6.34	NaN	12767428.00	394.72	13513570.00	0.12	28.44	1017.57	1017.59	-0.31	2.94	115.53	67.00	-55.17	9.82	9.63	9.85	0.36	4.75	21.75	14.55	370.90	6.35	1.039	0.0	0.00	6.436	33.907	34.043	118.70	11.68	-38.583	5.7571
EQU	0	13/12/11	04:31:08	02:31:10	-47.3278	3.8550	6.35	NaN	12733829.00	393.28	13512549.00	0.12	28.43	1017.52	1017.58	-0.34	2.94	122.82	65.00	-55.18	9.82	9.63	9.85	0.36	4.75	21.75	14.55	370.47	6.37	1.056	0.0	0.00	6.452	33.925	34.046	118.40	11.66	-38.583	5.7512
EQU	128	13/12/11	04:32:38	02:32:40	-47.3316	3.8515	6.34	NaN	12760470.00	391.87	13505504.00	0.12	28.43	1017.61	1017.74	-0.33	2.94	110.12	65.00	-55.17	9.82	9.63	9.85	0.36	4.81	21.81	14.55	370.11	6.36	1.041	0.0	0.00	6.454	33.916	34.035	118.30	11.64	-38.583	5.7503
EQU	0	13/12/11	04:34:08	02:34:10	-47.3354	3.8480	6.35	NaN	12734973.00	390.79	13516459.00	0.13	28.43	1017.51	1017.62	-0.39	2.95	110.44	65.00	-55.19	9.82	9.63	9.85	0.36	4.87	21.81	14.45	369.78	6.37	1.053	0.0	0.00	6.469	33.915	34.019	118.30	11.64	-38.583	5.7607
EQU	0	13/12/11	04:35:38	02:35:40	-47.3392	3.8445	6.34	NaN	12757543.00	390.19	13516550.00	0.12	28.43	1017.59	1017.73	-0.37	2.95	108.86	65.00	-55.18	9.82	9.63	9.85	0.36	5.00	21.75	14.45	370.70	6.37	1.071	0.0	0.00	6.450	33.921	34.044	118.40	11.65	-38.583	5.7582
EQU	0	13/12/11	04:37:08	02:37:10	-47.3431	3.8411	6.36	NaN	12713386.00	389.33	13495391.00	0.13	28.41	1017.46	1017.63	-0.25	2.94	129.02	63.00	-55.17	9.82	9.63	9.85	0.36	4.94	21.75	14.45	371.09	6.38	1.085	0.0	0.00	6.456	33.928	34.047	118.40	11.65	-38.583	5.7343
EQU	128	13/12/11	04:38:38	02:38:40	-47.3469	3.8377	6.34	NaN	12757662.00	388.34	13519125.00	0.13	28.41	1017.63	1017.72	-0.29	2.95	120.45	61.00	-55.17	9.82	9.63	9.85	0.36	3.69	21.75	14.45	370.82	6.35	1.037	0.0	0.00	6.452	33.909	34.029	118.50	11.66	-38.583	7.0000
EQU	0	13/12/11	04:40:07	02:40:09	-47.3507	3.8342	6.31	NaN	12716880.00	388.17	13477604.00	0.13	28.42	1017.54	1017.73	-0.37	2.94	114.94	60.00	-55.18	9.82	9.63	9.85	0.36	4.31	21.75	14.45	371.15	6.33	1.015	0.0	0.00	6.424	33.881	34.026	118.40	11.66	-38.583	5.7309
EQU	0	13/12/11	04:41:38	02:41:40	-47.3545	3.8307	6.32	NaN	12775048.00	387.86	13506677.00	0.13	28.41	1017.51	1017.57	-0.34	2.95	120.58	60.00	-55.19	9.82	9.63	9.85	0.36	4.62	21.75	14.45	370.90	6.35	1.031	0.0	0.00	6.430	33.885	34.025	118.40	11.66	-38.583	5.7343
EQU	0	13/12/11	04:43:08	02:43:10	-47.3583	3.8273	6.32	NaN	12776180.00	387.49	13492923.00	0.13	28.40	1017.47	1017.61	-0.29	2.95	110.06	60.00	-55.19	9.82	9.63	9.85	0.36	4.69	21.75	14.45	0.00	0.00	1.037	0.0	0.00	6.432	33.893	34.032	118.40	11.66	-38.583	5.7366
EQU	0	13/12/11	04:44:45	02:44:47	-47.3623	3.8237	6.31	NaN	12790311.00	385.43	13545609.00	0.13	28.41	1017.56	1017.54	-0.35	2.95	111.20	60.00	-55.19	9.82	9.63	9.85	0.36	4.69	21.69	14.45	371.24	6.35	1.052	0.0	0.00	6.424	33.902	34.050	118.40	11.66	-38.583	5.7359
EQU	0	13/12/11	04:46:17	02:46:20	-47.3661	3.8202	6.34	NaN	12741633.00	385.74	13506504.00	0.13	28.40	1017.44	0.00	-0.30	2.94	113.77	60.00	-55.20	9.82	9.63	9.85	0.36	4.69	21.75	14.45	371.87	6.35	1.033	0.0	0.00	6.439	33.904	34.037	118.60	11.67	-38.583	5.7255
EQU	128	13/12/11	04:47:47	02:47:49	-47.3698	3.8168	6.33	NaN	12757801.00	385.48	13491042.00	0.13	28.40	1017.53	1017.65	-0.32	2.95	112.80	60.00	-55.20	9.82	9.63	9.85	0.36	4.75	21.75	14.45	372.07	6.36	1.018	0.0	0.00	6.434	33.890	34.026	118.60	11.67	-38.583	5.7240
EQU	0	13/12/11	04:49:17	02:49:19	-47.3737	3.8131	6.32	NaN	12781703.00	385.58	13502542.00	0.13	28.39	1017.55	1017.68	-0.31	2.96	123.51	58.00	-55.18	9.82	9.63	9.85	0.36	4.75	21.75	14.45	372.25	6.35	1.000	0.0	0.00	6.430	33.887	34.026	118.50	11.67	-38.583	5.7205
EQU	0	13/12/11	04:50:48	02:50:50	-47.3776	3.8094	6.32	NaN	12760124.00	385.61	13510064.00	0.13	28.39	1017.58	1017.69	-0.33	2.95	119.44	58.00	-55.17	9.82	9.63	9.85	0.36	4.75	21.75	14.45	371.15	6.34	0.995	0.0	0.00	6.442	33.889	34.017	118.30	11.65	-38.583	5.7140
EQU	0	13/12/11	04:52:18	02:52:20	-47.3815	3.8058	6.30	NaN	12796175.00	385.54	13539019.00	0.13	28.39	1017.60	1017.51	-0.33	2.95	118.30	58.00	-55.17	9.82	9.63	9.85	0.36	4.81	21.75	14.45	371.35	6.33	1.012	0.0	0.00	6.438	33.884	34.016	118.30	11.65	-38.583	5.7215
EQU	128	13/12/11	04:53:48	02:53:50	-47.3852	3.8025	6.32	NaN	12835784.00	385.48	13519300.00	0.13	28.38	1017.64	1017.84	-0.34	2.96	117.44	57.00	-55.17	9.82	9.63	9.85	0.36	4.87	21.75	14.45	371.95	6.33	1.007	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	5.7266
EQU	0	13/12/11	04:55:18	02:55:20	-47.3890	3.7990	6.30	NaN	12786760.00	385.78	13527336.00	0.13	28.38	1017.51	1017.58	-0.34	2.94	119.98	56.00	-55.17	9.82	9.63	9.85	0.36	3.81	21.69	14.45	373.79	6.34	1.032	0.0	0.00	6.416	33.886	34.039	118.40	11.66	-38.583	5.7281
EQU	0	13/12/11	04:56:48	02:56:50	-47.3928	3.7954	6.32	NaN	12756906.00	385.21	13526635.00	0.14	28.38	1017.51	1017.67	-0.31	2.95	121.94	54.00	-55.17	9.82	9.63	9.85	0.36	4.25	21.69	14.45	373.22	6.34	1.002	0.0	0.00	6.424	33.889	34.035	118.60	11.68	-38.583	5.7341
EQU	0	13/12/11	04:58:17	02:58:19	-47.3967	3.7919	6.32	NaN	12788359.00	385.22	13511826.00	0.14	28.37	1017.58	1017.50	-0.32	2.93	118.37	54.00	-55.19	9.82	9.63	9.85	0.36	4.62	21.69	14.45	371.66	6.35	1.045	0.0	0.00	6.422	33.896	34.044	118.50	11.67	-38.583	5.7326
EQU	0	13/12/11	04:59:48	02:59:50	-47.4006	3.7883	6.34	NaN	12728370.00	384.43	13499196.00	0.14	28.37	1017.57	1017.71	-0.30	2.94	117.04	54.00	-55.20	9.82	9.63	9.85	0.36	4.69	21.69	14.45	372.14	6.35	1.017	0.0	0.00	6.440	33.906	34.038	118.30	11.65	-38.583	5.7444
EQU	0	13/12/11	05:01:18	03:01:20	-47.4045	3.7848	6.33	NaN	12837356.00	384.48	13572214.00	0.13	28.36	1017.59	1017.24	-0.39	2.95	119.04	54.00	-55.21	9.82	9.63	9.85	0.36	4.69	21.62	14.45	371.30	6.36	1.044	0.0	0.00	6.435	33.903	34.039	118.30	11.64	-38.583	5.7492
EQU	0	13/12/11	05:02:48	03:02:50	-47.4084	3.7813	6.35	NaN	12753625.00	384.13	13527890.00	0.14	28.36	1017.56	1017.61	-0.49	2.93	116.25	54.00	-55.22	9.82	9.63	9.85	0.36	4.69	21.69	14.45	372.01	6.36	1.057	0.0	0.00	6.465	33.909	34.016	118.10	11.62	-38.583	5.7187
EQU	128	13/12/11	05:04:18	03:04:20	-47.4121	3.7778	6.32	NaN	12771634.00	383.92	13503683.00	0.14	28.35	1017.49	1017.55	-0.25	2.92	118.70	54.00	-55.20	9.82	9.63	9.85	0.36	3.62	21.75	14.45	375.50	6.34	0.997	0.0	0.00	6.452	33.884	34.001	118.00	11.62	-38.583	5.7234
EQU	0	13/12/11	05:05:48	03:05:50	-47.4160	3.7743	6.31	NaN	12763409.00	384.58	13505624.00	0.14	28.36	1017.59	1017.73	-0.37	2.93	119.91	54.00	-55.19	9.82	9.63	9.85	0.36	4.56	21.75	14.45	374.33	6.34	1.046	0.0	0.00	6.439	33.889	34.020	118.10	11.63	-38.583	5.6671
EQU	0	13/12/11	05:07:18	03:07:20	-47.4197	3.7709	6.31	NaN	12741410.00	384.24	13483646.00	0.13	28.35	1017.53	1017.69	-0.33	2.94	116.12	53.00	-55.18	9.82	9.63	9.85	0.36	4.69	21.69	14.45	374.43	6.31	1.010	0.0	0.00	6.439	33.853	33.979	118.10	11.63	-38.583	5.4674
EQU	0	13/12/11	05:08:48	03:08:50	-47.4235	3.7673	6.15	NaN	12739249.00	384.08	13491846.00	0.14	28.34	1017.49	1017.69	-0.30	2.94	117.90	53.00	-55.19	9.82	9.63	9.85	0.36	4.75	21.69	14.45	376.96	6.15	0.951	0.0	0.00	6.340	33.708	33.918	118.00	11.66	-38.583	5.5234
