Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	O2 um/l	O2 temp	Ch conc	Ch temp	Press	Temp	Cond	Sal	O2%	O2ppm	Temp2	TempIntake
EQU	0	16/12/11	23:45:43	23:45:45	-61.5555	-0.0798	0.29	NaN	12656490.00	483.48	13514037.00	0.14	25.37	963.08	962.47	-0.19	0.05	84.47	52.00	-55.40	9.83	9.64	9.85	0.37	5.00	18.62	6.11	367.01	2.43	0.446	0.0	0.00	4.370	30.235	31.891	115.10	12.08	-38.583	-0.4872
EQU	0	16/12/11	23:47:13	23:47:15	-61.5591	-0.0813	0.79	NaN	12667421.00	476.62	13507967.00	0.14	25.36	963.19	962.45	0.03	3.31	84.58	52.00	-55.39	9.82	9.64	9.85	0.37	4.69	18.62	6.11	404.86	0.19	0.464	0.0	0.00	4.536	32.624	34.517	115.30	11.84	-38.583	-1.8289
EQU	0	16/12/11	23:48:43	23:48:45	-61.5627	-0.0829	-0.96	NaN	12715833.00	443.24	13508661.00	0.14	25.36	962.86	962.28	-0.27	3.37	99.19	52.00	-55.40	9.83	9.64	9.85	0.37	4.56	18.62	6.11	410.28	-0.80	0.367	0.0	0.00	4.773	30.668	32.003	115.60	12.00	-38.583	-1.8336
EQU	0	16/12/11	23:50:14	23:50:16	-61.5662	-0.0832	-1.08	NaN	12749125.00	418.88	13507715.00	0.14	25.36	963.18	962.52	-0.31	3.40	84.42	52.00	-55.42	9.83	9.64	9.85	0.37	4.50	18.62	6.21	402.05	-0.96	0.382	0.0	0.00	4.897	29.662	30.730	115.40	12.05	-38.583	-1.7808
EQU	128	16/12/11	23:51:43	23:51:45	-61.5696	-0.0826	-1.08	NaN	12754316.00	414.84	13510829.00	0.14	25.35	963.09	962.62	-0.27	3.42	85.49	52.00	-55.44	9.83	9.64	9.85	0.37	4.75	18.56	6.11	398.92	-0.97	0.378	0.0	0.00	4.724	29.077	30.218	115.70	12.17	-38.583	-1.7353
EQU	0	16/12/11	23:53:13	23:53:15	-61.5730	-0.0818	-1.06	NaN	12759739.00	414.16	13506964.00	0.14	25.33	963.07	962.51	-0.30	3.43	78.40	52.00	-55.44	9.82	9.64	9.85	0.37	4.94	18.56	6.21	396.02	-0.96	0.372	0.0	0.00	4.377	28.832	30.253	116.40	12.35	-38.583	-1.7024
EQU	0	16/12/11	23:54:43	23:54:45	-61.5764	-0.0810	-1.04	NaN	12759154.00	414.59	13503037.00	0.14	25.33	963.04	962.58	-0.31	3.44	62.85	52.00	-55.46	9.82	9.64	9.85	0.41	3.44	18.56	6.21	393.41	-0.96	0.364	0.0	0.00	3.913	28.721	30.554	117.40	12.57	-38.583	-1.6623
EQU	0	16/12/11	23:56:13	23:56:15	-61.5799	-0.0802	-1.01	NaN	12757899.00	415.00	13511958.00	0.14	25.32	962.92	962.21	-0.16	3.46	84.90	52.00	-55.43	9.82	9.64	9.85	0.37	3.62	18.62	6.21	391.93	-0.92	0.365	0.0	0.00	3.495	28.661	30.877	118.00	12.74	-38.583	0.0000
EQU	128	16/12/11	23:57:45	23:57:47	-61.5835	-0.0793	-1.00	NaN	12756009.00	415.80	13507046.00	0.14	25.31	962.92	962.49	-0.31	3.45	84.16	52.00	-55.43	9.83	9.64	9.85	0.37	4.81	18.75	6.21	391.34	-0.89	0.371	0.0	0.00	3.245	28.749	31.222	117.90	12.77	-38.583	-1.6668
EQU	0	16/12/11	23:59:13	23:59:15	-61.5868	-0.0784	-1.01	NaN	12753474.00	416.73	13507985.00	0.15	25.32	962.83	962.39	-0.36	3.43	84.10	52.00	-55.42	9.83	9.64	9.85	0.37	4.69	18.87	6.21	391.02	-0.90	0.373	0.0	0.00	3.087	28.746	31.371	117.50	12.78	-38.583	-1.6950
EQU	0	17/12/11	00:00:43	00:00:45	-61.5903	-0.0775	-1.03	NaN	12752621.00	416.98	13506696.00	0.15	25.32	962.85	962.26	-0.27	3.43	85.27	52.00	-55.42	9.83	9.64	9.85	0.37	4.50	18.81	6.21	0.00	0.00	0.376	0.0	0.00	2.983	28.807	31.546	117.10	12.75	-38.583	-1.7231
