Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	O2 um/l	O2 temp	Ch conc	Ch temp	Press	Temp	Cond	Sal	O2%	O2ppm	Temp2	TempIntake
EQU	0	16/12/11	00:16:37	00:16:38	-58.9064	0.0209	-1.00	NaN	12779842.00	395.07	13521172.00	0.16	24.56	965.58	965.16	-0.41	3.17	83.05	43.00	-55.45	9.82	9.64	9.85	0.37	4.62	17.75	6.82	410.25	-0.93	0.595	0.0	0.00	0.465	27.148	32.010	110.40	12.79	-38.583	-1.7359
EQU	128	16/12/11	00:18:07	00:18:09	-58.9095	0.0215	8.00	NaN	12775677.00	394.58	13509819.00	0.16	24.55	965.71	965.30	-0.21	3.17	80.24	43.00	-55.46	9.82	9.64	9.85	0.37	4.44	17.75	6.72	413.77	-0.93	0.640	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7616
EQU	0	16/12/11	00:19:37	00:19:39	-58.9124	0.0223	-1.00	NaN	12774409.00	395.03	13517340.00	0.16	24.54	965.58	965.09	-0.28	3.18	81.22	43.00	-55.46	9.82	9.64	9.85	0.37	4.62	17.75	6.72	413.42	-0.94	0.679	0.0	0.00	0.834	27.047	31.501	109.30	12.58	-38.583	-1.7326
EQU	0	16/12/11	00:21:07	00:21:09	-58.9152	0.0227	-0.99	NaN	12789254.00	394.46	13516251.00	0.16	24.53	965.56	964.94	-0.29	3.18	80.81	43.00	-55.49	9.82	9.64	9.85	0.37	4.94	17.69	6.82	412.19	-0.94	0.644	0.0	0.00	0.961	26.923	31.213	109.00	12.52	-38.583	-1.7361
EQU	0	16/12/11	00:22:37	00:22:39	-58.9182	0.0230	-1.00	NaN	12785492.00	394.41	13488447.00	0.16	24.52	965.68	965.29	-0.34	3.20	80.50	43.00	-55.48	9.82	9.64	9.85	0.37	3.31	17.75	6.72	408.49	-0.94	0.605	0.0	0.00	0.975	27.015	31.317	108.90	12.50	-38.583	-1.7148
EQU	0	16/12/11	00:24:07	00:24:08	-58.9213	0.0232	-0.99	NaN	12790817.00	394.20	13494005.00	0.16	24.52	965.46	965.05	-0.31	3.19	80.40	43.00	-55.47	9.82	9.64	9.85	0.37	2.94	17.75	6.72	406.84	-0.93	0.625	0.0	0.00	0.923	26.908	31.233	109.10	12.55	-38.583	-1.7414
EQU	0	16/12/11	00:25:37	00:25:39	-58.9242	0.0232	-0.99	NaN	12786139.00	394.18	13502684.00	0.16	24.51	965.57	965.16	-0.32	3.19	81.85	43.00	-55.48	9.82	9.64	9.85	0.37	3.94	17.75	6.72	408.02	-0.93	0.746	0.0	0.00	0.861	26.837	31.204	109.50	12.61	-38.583	-1.7368
EQU	0	16/12/11	00:27:07	00:27:08	-58.9265	0.0229	-0.99	NaN	12774777.00	393.87	13517248.00	0.16	24.49	965.65	965.22	-0.30	3.18	81.48	43.00	-55.48	9.82	9.64	9.85	0.37	4.50	17.69	6.72	410.04	-0.93	0.722	0.0	0.00	0.626	26.791	31.383	110.30	12.78	-38.583	-1.7456
EQU	128	16/12/11	00:28:37	00:28:38	-58.9287	0.0232	-1.00	NaN	12782243.00	393.69	13516489.00	0.16	24.48	965.58	965.08	-0.35	3.16	79.88	43.00	-55.50	9.82	9.64	9.85	0.37	4.87	17.69	6.72	426.78	-0.94	0.716	0.0	0.00	0.563	26.715	31.349	110.60	12.84	-38.583	-1.7438
EQU	0	16/12/11	00:30:07	00:30:08	-58.9312	0.0236	-1.01	NaN	12784684.00	392.80	13509215.00	0.15	24.46	965.65	965.08	-0.33	3.18	80.24	43.00	-55.49	9.82	9.64	9.85	0.37	4.50	17.62	6.82	425.68	-0.94	0.633	0.0	0.00	0.506	26.696	31.382	110.90	12.88	-38.583	-1.7513
EQU	0	16/12/11	00:31:38	00:31:39	-58.9338	0.0237	-1.00	NaN	12800735.00	392.87	13509031.00	0.16	24.45	965.51	964.99	-0.37	3.18	80.76	43.00	-55.47	9.82	9.64	9.85	0.37	4.44	17.62	6.72	0.00	0.00	0.624	0.0	0.00	0.602	26.650	31.225	110.10	12.77	-38.583	0.0000
EQU	0	16/12/11	00:33:15	00:33:17	-58.9366	0.0242	-1.01	NaN	12786102.00	392.27	13500099.00	0.16	24.45	965.59	965.28	-0.24	3.19	79.42	43.00	-55.48	9.82	9.64	9.85	0.37	4.81	17.69	6.72	414.52	-0.95	0.639	0.0	0.00	0.855	26.870	31.253	109.50	12.61	-38.583	-1.7546
EQU-DRAIN	0	16/12/11	00:34:47	00:34:49	-58.9394	0.0242	-1.01	NaN	12787180.00	392.57	13514561.00	0.16	24.43	965.51	964.89	-0.23	3.19	82.89	43.00	-55.47	9.82	9.64	9.85	0.37	4.69	17.69	6.72	410.23	-0.95	0.706	0.0	0.00	0.839	26.207	30.422	109.40	12.68	-38.583	-1.7746
EQU	128	16/12/11	00:36:38	00:36:40	-58.9428	0.0241	-1.02	NaN	12782418.00	390.07	13503195.00	0.16	24.42	965.62	965.19	-0.36	3.19	79.88	43.00	-55.46	9.82	9.64	9.85	0.42	4.50	17.62	6.72	413.94	-0.95	0.715	0.0	0.00	0.862	26.132	30.303	109.30	12.67	-38.583	5.0000
EQU	0	16/12/11	00:38:07	00:38:09	-58.9455	0.0240	-1.03	NaN	12783301.00	392.14	13494911.00	0.16	24.41	965.52	965.01	-0.35	3.19	80.96	43.00	-55.49	9.82	9.64	9.85	0.37	4.44	17.69	6.72	411.75	-0.96	0.762	0.0	0.00	0.864	27.530	32.089	109.20	12.51	-38.583	-1.7668
EQU	0	16/12/11	00:39:37	00:39:39	-58.9484	0.0238	-1.03	NaN	12780136.00	392.49	13510689.00	0.16	24.40	965.58	965.01	-0.34	3.19	81.59	43.00	-55.54	9.82	9.64	9.85	0.37	4.94	17.69	6.72	411.48	-0.96	0.625	0.0	0.00	0.844	27.381	31.919	109.20	12.53	-38.583	-1.7734
EQU	0	16/12/11	00:41:07	00:41:09	-58.9513	0.0236	-1.03	NaN	12785558.00	392.91	13501363.00	0.16	24.39	965.59	965.08	-0.34	3.18	80.50	43.00	-55.54	9.82	9.64	9.85	0.37	3.12	17.69	6.72	412.99	-0.96	0.667	0.0	0.00	0.892	27.279	31.738	109.10	12.52	-38.583	-1.7699
EQU	0	16/12/11	00:42:37	00:42:38	-58.9544	0.0235	-1.03	NaN	12788298.00	392.86	13504595.00	0.16	24.39	965.60	965.08	-0.32	3.18	80.50	43.00	-55.51	9.82	9.64	9.85	0.37	3.06	17.62	6.72	411.33	-0.97	0.680	0.0	0.00	0.901	27.179	31.601	109.00	12.51	-38.583	-1.7708
EQU	0	16/12/11	00:44:07	00:44:09	-58.9573	0.0234	-1.02	NaN	12778854.00	392.97	13510262.00	0.16	24.39	965.56	965.09	-0.34	3.18	80.50	43.00	-55.50	9.82	9.64	9.85	0.37	4.37	17.69	6.72	409.87	-0.96	0.647	0.0	0.00	0.869	27.200	31.660	109.00	12.52	-38.583	-1.7607
EQU	0	16/12/11	00:45:37	00:45:38	-58.9599	0.0230	-1.02	NaN	12777759.00	393.00	13522283.00	0.16	24.38	965.48	964.87	-0.32	3.19	79.58	43.00	-55.49	9.82	9.64	9.85	0.37	4.37	17.62	6.72	409.47	-0.96	0.650	0.0	0.00	0.845	27.140	31.609	109.10	12.54	-38.583	-1.7661
EQU	128	16/12/11	00:47:07	00:47:08	-58.9627	0.0226	-1.02	NaN	12794391.00	393.12	13497600.00	0.16	24.37	965.51	965.04	-0.31	3.18	78.76	43.00	-55.49	9.82	9.64	9.85	0.37	4.87	17.56	6.72	409.36	-0.96	0.686	0.0	0.00	0.825	27.031	31.488	109.10	12.56	-38.583	-1.7581
EQU	0	16/12/11	00:48:37	00:48:38	-58.9654	0.0222	-1.02	NaN	12784738.00	393.07	13499481.00	0.16	24.35	965.51	965.07	-0.32	3.19	80.81	43.00	-55.50	9.82	9.64	9.85	0.37	4.56	17.50	6.82	409.39	-0.95	0.743	0.0	0.00	0.831	27.139	31.622	109.10	12.55	-38.583	-1.7577
EQU	0	16/12/11	00:50:07	00:50:09	-58.9685	0.0217	-1.01	NaN	12777989.00	393.05	13515469.00	0.16	24.34	965.51	965.10	-0.28	3.19	80.50	43.00	-55.50	9.82	9.64	9.85	0.37	4.44	17.56	6.72	413.21	-0.95	0.655	0.0	0.00	0.814	27.000	31.461	109.20	12.58	-38.583	-1.7544
EQU	0	16/12/11	00:51:37	00:51:39	-58.9713	0.0214	-1.01	NaN	12777944.00	393.32	13511532.00	0.16	24.33	965.55	965.20	-0.31	3.17	79.99	43.00	-55.50	9.82	9.64	9.85	0.37	4.62	17.56	6.72	410.57	-0.94	0.652	0.0	0.00	0.846	27.061	31.506	108.90	12.53	-38.583	-1.7694
EQU	128	16/12/11	00:53:07	00:53:09	-58.9740	0.0211	-1.01	NaN	12786707.00	393.30	13489859.00	0.16	24.31	965.56	965.22	-0.39	3.17	82.32	43.00	-55.48	9.82	9.64	9.85	0.37	3.06	17.56	6.72	420.84	-0.96	0.657	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7502
EQU	0	16/12/11	00:54:37	00:54:38	-58.9768	0.0208	-1.02	NaN	12788933.00	392.50	13479201.00	0.16	24.31	965.50	965.11	-0.37	3.19	80.09	43.00	-55.48	9.82	9.64	9.85	0.37	3.12	17.50	6.72	425.24	-0.95	0.630	0.0	0.00	0.857	27.930	32.612	109.00	12.45	-38.583	625.0000
EQU	0	16/12/11	00:56:07	00:56:09	-58.9794	0.0204	-1.01	NaN	12787672.00	393.07	13483252.00	0.16	24.30	965.47	965.07	-0.40	3.18	81.90	43.00	-55.47	9.82	9.64	9.85	0.37	4.50	17.50	6.82	416.69	-0.95	0.659	0.0	0.00	0.866	27.736	32.352	108.80	12.44	-38.583	-1.7528
EQU	0	16/12/11	00:57:38	00:57:39	-58.9821	0.0202	-1.02	NaN	12786521.00	393.37	13508881.00	0.16	24.29	965.43	964.89	-0.28	3.19	80.60	43.00	-55.49	9.82	9.64	9.85	0.37	4.37	17.50	6.72	421.75	-0.95	0.688	0.0	0.00	0.830	27.701	32.345	109.00	12.48	-38.583	-1.7663
EQU	0	16/12/11	00:59:08	00:59:09	-58.9848	0.0199	-1.02	NaN	12791869.00	393.40	13496045.00	0.16	24.28	965.32	964.93	-0.41	3.19	80.71	43.00	-55.48	9.82	9.64	9.85	0.37	4.69	17.50	6.72	414.32	-0.96	0.621	0.0	0.00	0.839	27.671	32.298	108.90	12.46	-38.583	-1.7778
EQU	0	16/12/11	01:00:38	01:00:39	-58.9876	0.0196	-1.03	NaN	12785505.00	393.50	13491178.00	0.16	24.27	965.37	965.06	-0.28	3.20	78.81	43.00	-55.47	9.82	9.64	9.85	0.37	4.69	17.50	6.72	412.00	-0.98	0.731	0.0	0.00	0.830	27.629	32.252	108.90	12.47	-38.583	-1.7672
EQU	0	16/12/11	01:02:07	01:02:09	-58.9902	0.0194	-1.02	NaN	12790482.00	393.37	13497616.00	0.16	24.26	965.50	965.02	-0.43	3.19	79.42	43.00	-55.46	9.82	9.64	9.85	0.37	4.44	17.50	6.72	410.46	-0.96	0.616	0.0	0.00	0.795	27.602	32.254	109.00	12.49	-38.583	-1.7419
EQU	128	16/12/11	01:03:37	01:03:39	-58.9932	0.0190	-1.02	NaN	12784566.00	393.66	13509426.00	0.16	24.25	965.54	965.11	-0.31	3.19	79.32	43.00	-55.49	9.82	9.64	9.85	0.37	4.56	17.44	6.72	408.99	-0.96	0.617	0.0	0.00	0.806	27.563	32.192	109.00	12.49	-38.583	-1.7504
EQU-DRAIN	0	16/12/11	01:05:07	01:05:08	-58.9960	0.0185	-1.01	NaN	12768113.00	394.65	13522024.00	0.16	24.23	965.49	965.05	-0.28	3.18	79.73	43.00	-55.49	9.82	9.64	9.85	0.37	4.87	17.44	6.72	409.71	-0.94	0.624	0.0	0.00	0.824	27.534	32.136	108.80	12.48	-38.583	-1.7754
EQU	128	16/12/11	01:06:58	01:07:00	-58.9996	0.0180	-1.02	NaN	12787613.00	392.04	13506362.00	0.16	24.22	965.47	964.85	-0.37	3.18	79.83	43.00	-55.49	9.82	9.64	9.85	0.37	4.62	17.50	6.72	414.53	-0.96	0.655	0.0	0.00	0.768	27.503	32.154	109.00	12.51	-38.583	-1.7454
EQU	0	16/12/11	01:08:27	01:08:29	-59.0024	0.0176	-1.01	NaN	12782927.00	394.19	13514033.00	0.16	24.20	965.41	965.01	-0.31	3.20	81.79	43.00	-55.49	9.82	9.64	9.85	0.37	4.44	17.44	6.72	410.73	-0.95	0.606	0.0	0.00	0.808	27.465	32.065	109.00	12.50	-38.583	-1.7312
EQU	0	16/12/11	01:09:57	01:09:59	-59.0052	0.0172	-1.00	NaN	12789389.00	395.01	13493054.00	0.16	24.21	965.48	965.01	-0.33	3.21	82.47	43.00	-55.50	9.82	9.64	9.85	0.38	4.62	17.50	6.72	408.41	-0.95	0.600	0.0	0.00	0.812	27.425	32.008	109.00	12.51	-38.583	-1.7148
EQU	0	16/12/11	01:11:27	01:11:29	-59.0082	0.0167	-0.99	NaN	12772440.00	396.82	13503157.00	0.16	24.21	965.48	965.10	-0.32	3.20	79.88	43.00	-55.49	9.82	9.64	9.85	0.37	4.75	17.44	6.72	408.48	-0.93	0.590	0.0	0.00	0.781	27.440	32.060	109.00	12.51	-38.583	-1.7276
EQU	128	16/12/11	01:12:58	01:12:59	-59.0108	0.0163	-0.99	NaN	12774104.00	397.48	13505380.00	0.16	24.20	965.53	965.14	-0.36	3.20	79.73	43.00	-55.51	9.82	9.64	9.85	0.37	4.44	17.44	6.72	407.36	-0.93	0.605	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7148
EQU	0	16/12/11	01:14:27	01:14:28	-59.0136	0.0158	-0.99	NaN	12769744.00	397.33	13504768.00	0.16	24.19	965.48	965.08	-0.34	3.20	79.06	43.00	-55.50	9.82	9.64	9.85	0.37	4.50	17.44	6.72	406.67	-0.94	0.587	0.0	0.00	0.775	27.348	31.948	109.10	12.53	-38.583	-1.6909
EQU	0	16/12/11	01:15:57	01:15:58	-59.0165	0.0153	-0.97	NaN	12770350.00	397.17	13513717.00	0.16	24.18	965.47	964.89	-0.33	3.21	81.02	43.00	-55.51	9.82	9.64	9.85	0.37	4.94	17.44	6.72	405.61	-0.90	0.588	0.0	0.00	0.780	27.356	31.952	108.90	12.52	-38.583	-1.6969
EQU	128	16/12/11	01:17:27	01:17:28	-59.0194	0.0148	-0.96	NaN	12775053.00	397.01	13507102.00	0.16	24.17	965.58	965.14	-0.37	3.22	81.02	43.00	-55.50	9.82	9.64	9.85	0.37	4.56	17.50	6.72	406.44	-0.90	0.583	0.0	0.00	0.860	27.331	31.839	108.50	12.45	-38.583	-1.6885
EQU	0	16/12/11	01:18:57	01:18:59	-59.0224	0.0143	-0.95	NaN	12780333.00	397.02	13492182.00	0.17	24.16	965.50	0.00	-0.37	3.21	79.37	43.00	-55.51	9.82	9.64	9.85	0.37	4.44	17.44	6.72	406.24	-0.89	0.594	0.0	0.00	0.790	27.378	31.971	108.60	12.48	-38.583	-1.6792
EQU	0	16/12/11	01:20:27	01:20:29	-59.0254	0.0138	-0.95	NaN	12772750.00	397.04	13508513.00	0.16	24.15	965.53	965.10	-0.34	3.22	79.27	43.00	-55.51	9.82	9.64	9.85	0.38	4.81	17.44	6.72	406.08	-0.89	0.566	0.0	0.00	0.817	27.352	31.910	108.70	12.48	-38.583	-1.6857
EQU	0	16/12/11	01:21:58	01:21:59	-59.0282	0.0134	-0.95	NaN	12772874.00	397.29	13507432.00	0.17	24.15	965.48	964.92	-0.31	3.21	80.96	43.00	-55.50	9.82	9.64	9.85	0.37	4.69	17.37	6.72	405.79	-0.89	0.606	0.0	0.00	0.746	27.349	31.979	109.10	12.54	-38.583	-1.7116
EQU	128	16/12/11	01:23:27	01:23:29	-59.0306	0.0132	-0.98	NaN	12767104.00	397.14	13514254.00	0.17	24.13	965.52	965.12	-0.25	3.21	80.19	43.00	-55.47	9.82	9.64	9.85	0.38	4.44	17.44	6.72	406.13	-0.91	0.617	0.0	0.00	0.671	27.302	31.996	109.40	12.60	-38.583	-1.7303
EQU	0	16/12/11	01:24:57	01:24:59	-59.0327	0.0132	-0.98	NaN	12776611.00	396.21	13507815.00	0.17	24.12	965.49	965.15	-0.41	3.20	79.27	43.00	-55.50	9.82	9.64	9.85	0.37	4.56	17.37	6.72	411.20	-0.93	0.662	0.0	0.00	0.771	27.277	31.860	109.00	12.54	-38.583	-1.7147
EQU	0	16/12/11	01:26:28	01:26:29	-59.0349	0.0133	-0.98	NaN	12779462.00	395.20	13498037.00	0.17	24.12	965.45	964.93	-0.28	3.19	81.12	43.00	-55.50	9.82	9.64	9.85	0.37	4.81	17.44	6.72	415.25	-0.93	0.670	0.0	0.00	0.636	27.226	31.934	109.60	12.64	-38.583	-1.7454
EQU	0	16/12/11	01:27:57	01:27:59	-59.0370	0.0132	-0.98	NaN	12779510.00	395.56	13505226.00	0.17	24.11	965.48	964.95	-0.33	3.19	81.48	43.00	-55.49	9.82	9.64	9.85	0.38	4.50	17.44	6.72	411.27	-0.94	0.654	0.0	0.00	0.749	27.225	31.817	109.10	12.56	-38.583	-1.7292
EQU	128	16/12/11	01:29:28	01:29:29	-59.0393	0.0132	-0.99	NaN	12780727.00	395.00	13500080.00	0.17	24.11	965.42	964.87	-0.31	3.19	80.50	43.00	-55.47	9.82	9.64	9.85	0.37	4.50	17.44	6.72	411.79	-0.93	0.635	0.0	0.00	0.712	27.216	31.842	109.20	12.58	-38.583	-1.7416
EQU	0	16/12/11	01:30:58	01:30:59	-59.0418	0.0130	-1.00	NaN	12783562.00	394.55	13509111.00	0.17	24.10	965.41	964.94	-0.34	3.18	80.96	43.00	-55.48	9.82	9.64	9.85	0.37	5.00	17.37	6.72	409.60	-0.94	0.669	0.0	0.00	0.706	27.193	31.819	109.20	12.58	-38.583	-1.7585
EQU	0	16/12/11	01:32:27	01:32:28	-59.0443	0.0127	-1.01	NaN	12782436.00	394.60	13482343.00	0.17	24.09	965.37	964.97	-0.25	3.17	80.96	43.00	-55.49	9.82	9.64	9.85	0.37	4.62	17.37	6.72	412.67	-0.96	0.681	0.0	0.00	0.675	27.115	31.749	109.40	12.62	-38.583	-1.7607
EQU	128	16/12/11	01:33:57	01:33:59	-59.0470	0.0125	-1.01	NaN	12781477.00	394.03	13505411.00	0.17	24.08	965.42	965.04	-0.30	3.17	80.24	43.00	-55.49	9.82	9.64	9.85	0.37	4.44	17.37	6.72	416.84	-0.95	0.683	0.0	0.00	0.569	26.710	31.336	109.80	12.74	-38.583	-1.7517
EQU-DRAIN	0	16/12/11	01:35:27	01:35:29	-59.0496	0.0121	-1.01	NaN	12778676.00	393.67	13507191.00	0.17	24.07	965.42	964.81	-0.28	3.14	81.17	43.00	-55.48	9.82	9.64	9.85	0.37	4.62	17.37	6.72	417.23	-0.95	0.678	0.0	0.00	0.605	27.085	31.784	109.70	12.67	-38.583	-1.7918
EQU	0	16/12/11	01:37:19	01:37:21	-59.0531	0.0117	-1.04	NaN	12786836.00	390.87	13508696.00	0.17	24.07	965.29	964.80	-0.41	3.16	78.35	43.00	-55.50	9.82	9.64	9.85	0.37	2.87	17.31	6.72	432.19	-0.99	0.690	0.0	0.00	0.595	27.092	31.804	109.90	12.70	-38.583	-1.7975
EQU	0	16/12/11	01:38:47	01:38:49	-59.0559	0.0114	-1.04	NaN	12782181.00	392.63	13496787.00	0.17	24.05	965.40	964.90	-0.31	3.17	80.96	43.00	-55.50	9.82	9.64	9.85	0.37	3.31	17.31	6.72	419.27	-0.98	0.686	0.0	0.00	0.897	26.812	31.136	108.60	12.52	-38.583	-1.7939
EQU	0	16/12/11	01:40:17	01:40:18	-59.0588	0.0109	-1.04	NaN	12776580.00	393.36	13509297.00	0.17	24.04	965.33	964.94	-0.44	3.17	80.50	43.00	-55.49	9.82	9.64	9.85	0.37	4.81	17.25	6.72	415.16	-0.99	0.673	0.0	0.00	0.748	26.953	31.467	109.10	12.59	-38.583	-1.7927
EQU	0	16/12/11	01:41:47	01:41:49	-59.0616	0.0105	-1.05	NaN	12777925.00	393.57	13513416.00	0.17	24.03	965.34	964.81	-0.34	3.17	81.22	43.00	-55.49	9.82	9.64	9.85	0.37	4.31	17.25	6.72	414.50	-0.99	0.652	0.0	0.00	0.638	26.821	31.409	109.40	12.67	-38.583	-1.7787
EQU	128	16/12/11	01:43:17	01:43:19	-59.0644	0.0100	-1.04	NaN	12777912.00	393.74	13509910.00	0.17	24.02	965.36	964.83	-0.33	3.16	79.99	43.00	-55.51	9.82	9.64	9.85	0.37	4.50	17.31	6.72	416.96	-0.99	0.622	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7838
EQU	0	16/12/11	01:44:47	01:44:49	-59.0671	0.0096	-1.03	NaN	12779459.00	394.15	13511476.00	0.16	24.01	965.28	964.83	-0.31	3.17	81.69	43.00	-55.52	9.82	9.64	9.85	0.38	4.81	17.25	6.62	413.61	-0.98	0.660	0.0	0.00	0.580	26.913	31.587	109.70	12.70	-38.583	-1.7564
EQU	0	16/12/11	01:46:17	01:46:18	-59.0699	0.0092	-1.02	NaN	12781637.00	394.23	13506769.00	0.16	24.00	965.25	964.73	-0.26	3.18	82.16	43.00	-55.51	9.82	9.64	9.85	0.37	4.44	17.31	6.62	416.65	-0.97	0.578	0.0	0.00	0.521	26.836	31.548	110.10	12.77	-38.583	7471.0000
EQU	0	16/12/11	01:47:47	01:47:49	-59.0728	0.0086	-1.01	NaN	12776229.00	395.23	13516263.00	0.16	24.00	965.34	964.74	-0.29	3.16	81.53	43.00	-55.50	9.82	9.64	9.85	0.37	4.50	17.25	6.62	412.62	-0.95	0.592	0.0	0.00	0.656	26.951	31.559	109.60	12.67	-38.583	-1.7350
EQU	0	16/12/11	01:49:17	01:49:18	-59.0756	0.0078	-0.99	NaN	12784071.00	395.69	13515868.00	0.17	23.99	965.27	964.78	-0.39	3.17	79.99	43.00	-55.49	9.82	9.64	9.85	0.37	4.94	17.25	6.62	412.32	-0.94	0.751	0.0	0.00	0.712	27.099	31.692	109.40	12.61	-38.583	-1.7221
EQU	0	16/12/11	01:50:47	01:50:48	-59.0777	0.0070	-0.98	NaN	12775890.00	396.18	13512468.00	0.16	23.98	965.32	964.71	-0.35	3.16	79.99	43.00	-55.52	9.82	9.64	9.85	0.37	3.25	17.31	6.62	411.52	-0.92	0.596	0.0	0.00	0.658	26.872	31.454	109.40	12.66	-38.583	-1.7346
EQU	0	16/12/11	01:52:18	01:52:19	-59.0794	0.0068	-1.01	NaN	12770572.00	396.59	13505350.00	0.17	23.97	965.34	964.90	-0.28	3.16	82.00	43.00	-55.52	9.82	9.64	9.85	0.37	2.94	17.31	6.62	420.67	-0.93	0.575	0.0	0.00	0.460	26.853	31.633	110.30	12.81	-38.583	-1.7215
EQU	128	16/12/11	01:53:47	01:53:49	-59.0811	0.0066	-0.99	NaN	12775289.00	396.54	13502994.00	0.17	23.97	965.29	964.85	-0.36	3.16	81.38	43.00	-55.51	9.82	9.64	9.85	0.37	4.00	17.31	6.62	411.97	-0.93	0.602	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.6997
EQU	0	16/12/11	01:55:17	01:55:18	-59.0830	0.0058	-0.98	NaN	12778246.00	397.22	13499121.00	0.17	23.97	965.25	964.73	-0.27	3.18	78.20	43.00	-55.48	9.82	9.64	9.85	0.37	4.50	17.31	6.72	409.29	-0.91	0.575	0.0	0.00	0.440	26.811	31.598	110.10	12.79	-38.583	0.0000
