Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	O2 um/l	O2 temp	Ch conc	Ch temp	Press	Temp	Cond	Sal	O2%	O2ppm	Temp2	TempIntake
EQU	0	13/12/11	19:02:42	19:02:47	-49.8543	1.5282	5.32	NaN	12788297.00	384.78	13525771.00	0.14	30.01	1009.36	1009.12	-0.27	2.96	88.13	43.00	-55.09	9.82	9.62	9.85	0.35	4.75	23.25	15.26	384.98	5.31	1.057	0.0	0.00	5.637	32.995	33.818	116.90	11.75	-38.583	4.6591
EQU	0	13/12/11	19:04:12	19:04:17	-49.8583	1.5246	5.31	NaN	12744715.00	383.93	13498133.00	0.14	30.01	1009.07	1008.85	-0.32	2.97	88.35	43.00	-55.08	9.82	9.62	9.85	0.35	4.81	23.25	15.16	385.19	5.31	1.050	0.0	0.00	5.622	32.987	33.823	117.00	11.76	-38.583	4.6440
EQU-DRAIN	0	13/12/11	19:05:42	19:05:47	-49.8623	1.5208	5.30	NaN	12803169.00	382.84	13527073.00	0.14	29.99	1009.10	1008.75	-0.37	2.97	88.24	43.00	-55.09	9.82	9.62	9.85	0.35	4.94	23.25	15.16	384.72	5.29	1.026	0.0	0.00	5.662	32.977	33.772	117.00	11.75	-38.583	4.6070
EQU	0	13/12/11	19:07:34	19:07:38	-49.8673	1.5164	5.27	NaN	12806409.00	377.71	13528301.00	0.14	29.97	1009.09	1009.04	-0.22	2.95	89.72	43.00	-55.08	9.82	9.62	9.85	0.36	4.81	23.25	15.16	384.05	5.27	1.030	0.0	0.00	5.663	32.955	33.745	116.50	11.70	-38.583	4.6091
EQU	0	13/12/11	19:09:02	19:09:07	-49.8717	1.5140	5.27	NaN	12789580.00	377.80	13494229.00	0.14	29.97	1009.17	1009.10	-0.36	2.97	87.53	43.00	-55.08	9.82	9.62	9.85	0.35	4.94	23.25	15.16	385.37	5.26	0.984	0.0	0.00	5.631	32.946	33.767	116.20	11.68	-38.583	4.5950
EQU	0	13/12/11	19:10:32	19:10:37	-49.8757	1.5109	5.25	NaN	12762454.00	378.87	13492688.00	0.15	29.97	1009.06	1008.66	-0.30	2.95	88.24	43.00	-55.08	9.82	9.62	9.85	0.35	4.00	23.25	15.16	384.35	5.26	0.961	0.0	0.00	5.624	32.932	33.758	116.00	11.66	-38.583	4.6096
EQU	0	13/12/11	19:12:02	19:12:07	-49.8794	1.5073	5.26	NaN	12771860.00	379.17	13506694.00	0.14	29.96	1009.19	1009.16	-0.27	2.98	88.41	43.00	-55.11	9.82	9.62	9.85	0.35	4.31	23.25	15.16	384.54	5.26	0.949	0.0	0.00	5.602	32.943	33.793	116.10	11.67	-38.583	4.5997
EQU	0	13/12/11	19:13:32	19:13:37	-49.8831	1.5036	5.27	NaN	12761904.00	379.23	13507772.00	0.14	29.95	1009.02	1008.89	-0.20	2.97	88.52	43.00	-55.10	9.82	9.62	9.85	0.35	4.69	23.19	15.16	384.43	5.25	0.949	0.0	0.00	5.574	32.933	33.810	116.10	11.69	-38.583	4.6232
EQU	0	13/12/11	19:15:03	19:15:07	-49.8869	1.5000	5.26	NaN	12742003.00	378.88	13492038.00	0.14	29.95	1009.00	1008.95	-0.24	2.98	89.45	43.00	-55.08	9.82	9.62	9.85	0.35	4.81	23.25	15.06	384.07	5.26	0.987	0.0	0.00	5.556	32.946	33.843	116.30	11.70	-38.583	4.6248
EQU	0	13/12/11	19:16:32	19:16:37	-49.8906	1.4962	5.29	NaN	12759279.00	378.56	13509015.00	0.14	29.95	1008.91	1008.70	-0.29	2.99	86.56	43.00	-55.10	9.82	9.62	9.85	0.35	4.87	23.25	15.06	383.74	5.28	0.991	0.0	0.00	5.554	32.962	33.864	116.50	11.73	-38.583	4.6189
EQU	0	13/12/11	19:18:03	19:18:08	-49.8944	1.4923	5.28	NaN	12825536.00	379.75	13522658.00	0.14	29.94	1009.04	1008.79	-0.35	2.97	87.32	43.00	-55.10	9.82	9.62	9.85	0.35	3.94	23.25	15.06	382.99	5.28	0.943	0.0	0.00	5.561	32.956	33.849	116.70	11.75	-38.583	4.6485
EQU	0	13/12/11	19:19:32	19:19:37	-49.8980	1.4884	5.30	NaN	12803908.00	380.29	13512332.00	0.14	29.93	1009.03	1008.69	-0.25	2.96	89.01	43.00	-55.09	9.82	9.62	9.85	0.36	4.25	23.19	15.06	382.78	5.30	0.909	0.0	0.00	5.584	32.983	33.857	116.80	11.75	-38.583	4.6251
EQU	128	13/12/11	19:21:03	19:21:08	-49.9019	1.4843	5.29	NaN	12841721.00	379.85	13555187.00	0.14	29.92	1009.01	1008.95	-0.34	2.97	89.12	43.00	-55.10	9.82	9.62	9.85	0.35	4.75	23.19	15.06	382.96	5.28	0.927	0.0	0.00	5.600	32.974	33.830	116.90	11.75	-38.583	4.6111
EQU	0	13/12/11	19:22:32	19:22:37	-49.9056	1.4805	5.28	NaN	12806890.00	378.88	13523560.00	0.14	29.91	1008.90	1008.84	-0.28	2.98	88.24	43.00	-55.13	9.82	9.62	9.85	0.35	4.75	23.19	15.06	383.61	5.26	0.924	0.0	0.00	5.611	32.956	33.799	116.80	11.75	-38.583	4.6071
EQU	0	13/12/11	19:24:02	19:24:07	-49.9094	1.4765	5.27	NaN	12804651.00	378.57	13519803.00	0.14	29.90	1008.77	1008.58	-0.33	2.95	88.79	43.00	-55.13	9.82	9.62	9.85	0.35	4.81	23.12	15.06	383.28	5.26	0.928	0.0	0.00	5.581	32.956	33.828	116.80	11.75	-38.583	4.6118
EQU	0	13/12/11	19:25:32	19:25:37	-49.9132	1.4726	5.26	NaN	12795746.00	378.50	13510038.00	0.14	29.88	1008.71	1008.52	-0.27	2.97	89.23	43.00	-55.12	9.82	9.62	9.85	0.35	4.94	23.06	15.06	382.83	5.26	0.976	0.0	0.00	5.582	32.948	33.819	116.80	11.75	-38.583	4.6265
EQU	0	13/12/11	19:27:02	19:27:07	-49.9170	1.4688	5.28	NaN	12743518.00	377.99	13489080.00	0.14	29.86	1008.71	1008.76	-0.26	2.95	89.01	43.00	-55.10	9.82	9.62	9.85	0.35	4.81	23.06	15.06	384.00	5.27	0.984	0.0	0.00	5.561	32.964	33.859	116.90	11.76	-38.583	4.6414
EQU	0	13/12/11	19:28:32	19:28:37	-49.9208	1.4650	5.29	NaN	12795888.00	377.66	13537642.00	0.14	29.85	1008.78	1008.54	-0.30	2.96	87.81	43.00	-55.10	9.82	9.62	9.85	0.35	4.75	23.06	14.96	384.58	5.28	0.993	0.0	0.00	5.577	32.974	33.854	116.80	11.75	-38.583	4.6391
EQU	0	13/12/11	19:30:02	19:30:07	-49.9245	1.4611	5.29	NaN	12799021.00	376.89	13504233.00	0.14	29.84	1008.83	1008.59	-0.28	2.96	90.28	43.00	-55.09	9.82	9.62	9.85	0.35	4.81	23.06	14.96	384.57	5.29	0.979	0.0	0.00	5.593	32.967	33.829	116.80	11.75	-38.583	4.6335
EQU	128	13/12/11	19:31:32	19:31:37	-49.9283	1.4571	5.29	NaN	12717067.00	376.28	13476024.00	0.14	29.83	1008.65	1008.32	-0.25	2.97	89.50	43.00	-55.11	9.82	9.62	9.85	0.35	4.94	23.12	14.96	385.99	5.28	0.961	0.0	0.00	5.581	32.964	33.837	116.90	11.76	-38.583	4.6354
EQU	0	13/12/11	19:33:03	19:33:08	-49.9320	1.4530	5.29	NaN	12842415.00	375.78	13528801.00	0.14	29.83	1008.78	1008.62	-0.35	2.96	88.19	43.00	-55.10	9.82	9.62	9.85	0.35	4.75	23.06	14.96	386.24	5.28	0.983	0.0	0.00	5.584	32.970	33.843	117.00	11.76	-38.583	4.6409
EQU	0	13/12/11	19:34:32	19:34:37	-49.9358	1.4491	5.30	NaN	12800493.00	375.62	13514121.00	0.14	29.82	1008.67	1008.44	-0.31	2.97	89.67	43.00	-55.11	9.82	9.62	9.85	0.35	4.75	23.06	14.96	387.02	5.29	0.974	0.0	0.00	5.590	32.972	33.838	117.00	11.77	-38.583	4.5930
EQU-DRAIN	0	13/12/11	19:36:02	19:36:07	-49.9397	1.4454	5.26	NaN	12787169.00	375.65	13515558.00	0.14	29.82	1008.62	1008.39	-0.28	2.97	87.86	43.00	-55.12	9.82	9.62	9.85	0.35	4.81	23.06	14.96	385.97	5.25	0.982	0.0	0.00	5.577	32.941	33.816	117.10	11.78	-38.583	4.5657
EQU	0	13/12/11	19:37:53	19:37:58	-49.9442	1.4408	5.23	NaN	12769852.00	374.13	13482554.00	0.15	29.81	1008.55	1008.41	-0.34	2.97	89.01	43.00	-55.15	9.82	9.62	9.85	0.35	4.81	23.06	14.96	385.48	5.22	0.989	0.0	0.00	5.559	32.915	33.804	117.00	11.77	-38.583	4.5269
EQU	0	13/12/11	19:39:23	19:39:28	-49.9480	1.4370	5.20	NaN	12783474.00	379.94	13510956.00	0.14	29.81	1008.50	1008.55	-0.37	2.96	87.37	43.00	-55.13	9.82	9.62	9.85	0.35	4.75	23.06	14.96	385.99	5.19	1.043	0.0	0.00	5.533	32.886	33.797	116.90	11.77	-38.583	4.5209
EQU	128	13/12/11	19:40:52	19:40:57	-49.9518	1.4332	5.18	NaN	12729919.00	381.35	13476182.00	0.15	29.79	1008.30	1008.01	-0.35	2.98	88.79	43.00	-55.13	9.82	9.62	9.85	0.35	4.87	23.00	14.86	387.29	5.17	1.007	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	4.5418
EQU	0	13/12/11	19:42:22	19:42:27	-49.9556	1.4294	5.19	NaN	12769203.00	381.45	13513650.00	0.14	29.77	1008.47	1008.34	-0.33	2.97	89.89	43.00	-55.13	9.82	9.62	9.85	0.35	3.94	22.94	14.86	385.70	5.20	0.950	0.0	0.00	5.488	32.886	33.843	116.80	11.78	-38.583	4.5398
EQU	0	13/12/11	19:43:52	19:43:57	-49.9597	1.4259	5.21	NaN	12727863.00	381.83	13487184.00	0.15	29.76	1008.42	1008.45	-0.28	2.96	90.22	43.00	-55.10	9.82	9.62	9.85	0.35	4.31	23.00	14.86	387.17	5.18	0.951	0.0	0.00	5.488	32.886	33.843	116.90	11.78	-38.583	4.4504
EQU	0	13/12/11	19:45:23	19:45:28	-49.9638	1.4224	5.15	NaN	12817072.00	380.93	13533623.00	0.14	29.75	1008.64	1008.22	-0.23	2.96	89.17	43.00	-55.08	9.82	9.62	9.85	0.35	4.69	23.00	14.86	386.90	5.13	0.962	0.0	0.00	5.481	32.833	33.790	116.80	11.78	-38.583	4.2699
EQU	0	13/12/11	19:46:52	19:46:57	-49.9676	1.4186	5.03	NaN	12761453.00	380.64	13516593.00	0.14	29.74	1008.18	1008.08	-0.31	2.97	89.56	43.00	-55.07	9.82	9.62	9.85	0.35	4.75	23.00	14.86	387.27	4.99	0.958	0.0	0.00	5.452	32.728	33.698	116.60	11.78	-38.583	4.2506
EQU	0	13/12/11	19:48:22	19:48:27	-49.9715	1.4152	4.92	NaN	12807032.00	383.33	13517152.00	0.14	29.74	1008.38	1008.11	-0.53	2.96	86.99	43.00	-55.11	9.82	9.62	9.85	0.35	4.81	23.06	14.86	389.59	4.93	1.037	0.0	0.00	5.349	32.673	33.739	116.50	11.79	-38.583	4.3007
EQU	0	13/12/11	19:49:52	19:49:57	-49.9755	1.4117	4.97	NaN	12738747.00	383.29	13493156.00	0.14	29.74	1008.33	1008.31	-0.28	2.98	88.68	43.00	-55.10	9.82	9.62	9.85	0.36	5.00	23.00	14.86	388.38	4.97	1.004	0.0	0.00	5.275	32.694	33.839	116.80	11.83	-38.583	4.3168
EQU	128	13/12/11	19:51:22	19:51:27	-49.9791	1.4081	4.97	NaN	12772055.00	382.43	13502429.00	0.14	29.73	1008.24	1007.91	-0.25	2.97	89.28	43.00	-55.11	9.82	9.62	9.85	0.36	4.75	23.00	14.86	388.55	4.97	1.014	0.0	0.00	5.261	32.697	33.856	116.90	11.85	-38.583	4.3513
EQU	0	13/12/11	19:52:52	19:52:57	-49.9828	1.4042	5.02	NaN	12736191.00	381.49	13473296.00	0.14	29.72	1008.26	1008.19	-0.26	2.96	89.67	43.00	-55.10	9.82	9.62	9.85	0.35	4.75	22.94	14.75	387.90	5.01	1.001	0.0	0.00	5.272	32.729	33.882	117.20	11.87	-38.583	4.3700
EQU	0	13/12/11	19:54:22	19:54:27	-49.9865	1.4006	5.05	NaN	12805661.00	380.50	13528490.00	0.14	29.72	1008.10	1007.79	-0.24	2.97	89.34	43.00	-55.13	9.82	9.62	9.85	0.35	4.87	23.00	14.75	0.00	0.00	0.985	0.0	0.00	5.296	32.746	33.876	116.90	11.84	-38.583	4.3970
EQU	0	13/12/11	19:56:00	19:56:05	-49.9905	1.3964	5.04	NaN	12772359.00	378.62	13511848.00	0.14	29.71	1008.09	1007.86	-0.34	2.96	89.23	43.00	-55.13	9.82	9.62	9.85	0.35	4.94	22.94	14.75	387.17	5.05	0.972	0.0	0.00	5.313	32.762	33.877	116.70	11.81	-38.583	4.4138
EQU	0	13/12/11	19:57:32	19:57:37	-49.9943	1.3927	5.07	NaN	12780195.00	379.06	13498920.00	0.14	29.71	1008.19	1007.92	-0.32	2.95	89.39	43.00	-55.11	9.82	9.62	9.85	0.35	3.81	23.00	14.75	386.69	5.07	0.9	0.0	0.00	5.322	32.779	33.889	116.50	11.79	-38.583	4.4040
EQU	0	13/12/11	19:59:02	19:59:07	-49.9980	1.3891	5.08	NaN	12747435.00	379.96	13499403.00	0.14	29.70	1007.93	1007.99	-0.75	2.95	89.56	43.00	-55.13	9.82	9.62	9.85	0.35	4.44	22.94	14.75	386.65	5.07	0.965	0.0	0.00	5.346	32.772	33.857	116.30	11.76	-38.583	4.4000
EQU	0	13/12/11	20:00:32	20:00:37	-50.0015	1.3857	5.05	NaN	12740179.00	380.87	13499690.00	0.14	29.69	1007.94	1007.78	-0.28	2.96	89.83	43.00	-55.11	9.82	9.62	9.85	0.35	4.75	22.94	14.75	387.29	5.05	0.966	0.0	0.00	5.352	32.758	33.834	116.10	11.75	-38.583	3045.0000
EQU	0	13/12/11	20:02:02	20:02:07	-50.0046	1.3827	5.00	NaN	12789226.00	381.29	13508401.00	0.14	29.68	1008.04	1007.68	-0.35	2.97	88.57	43.00	-55.09	9.82	9.62	9.85	0.35	4.87	22.94	14.75	386.23	4.99	0.933	0.0	0.00	5.331	32.709	33.800	116.00	11.74	-38.583	4.2704
EQU	0	13/12/11	20:03:32	20:03:37	-50.0076	1.3800	4.96	NaN	12797570.00	381.74	13512591.00	0.14	29.67	1007.85	1007.61	-0.22	2.95	89.06	43.00	-55.09	9.82	9.62	9.85	0.35	4.87	22.87	14.75	386.31	4.94	0.952	0.0	0.00	5.281	32.669	33.804	115.90	11.75	-38.583	4.1655
EQU	0	13/12/11	20:05:02	20:05:07	-50.0109	1.3771	4.88	NaN	12828808.00	381.22	13522032.00	0.14	29.66	1007.94	1007.62	-0.19	2.97	89.45	43.00	-55.10	9.82	9.62	9.85	0.35	3.81	22.75	14.75	387.68	4.86	1.033	0.0	0.00	5.239	32.605	33.773	115.80	11.75	-38.583	4.1104
EQU-DRAIN	128	13/12/11	20:06:32	20:06:37	-50.0145	1.3737	4.81	NaN	12820313.00	380.47	13524718.00	0.14	29.64	1007.88	1007.66	-0.34	2.95	88.90	43.00	-55.12	9.82	9.62	9.85	0.35	4.44	22.75	14.65	387.04	4.83	1.003	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	4.0756
EQU	0	13/12/11	20:08:23	20:08:28	-50.0191	1.3692	4.76	NaN	12809773.00	376.64	13529620.00	0.14	29.63	1007.81	1007.53	-0.22	2.96	88.35	43.00	-55.10	9.82	9.62	9.85	0.35	4.94	22.81	14.65	387.72	4.77	1.111	0.0	0.00	5.112	32.519	33.801	116.00	11.80	-38.583	4.1603
EQU	128	13/12/11	20:09:52	20:09:57	-50.0228	1.3657	4.80	NaN	12805756.00	381.31	13516715.00	0.14	29.61	1007.77	1007.56	-0.33	2.97	89.39	43.00	-55.12	9.82	9.62	9.85	0.35	5.00	22.81	14.65	387.93	4.80	0.989	0.0	0.00	5.089	32.549	33.861	116.00	11.81	-38.583	4.1895
EQU	0	13/12/11	20:11:22	20:11:27	-50.0265	1.3621	4.87	NaN	12769217.00	383.77	13512796.00	0.14	29.61	1007.86	1007.69	-0.27	2.96	89.78	43.00	-55.11	9.82	9.62	9.85	0.35	4.81	22.81	14.65	386.74	4.85	0.962	0.0	0.00	5.104	32.577	33.877	116.20	11.82	-38.583	4.2235
EQU	0	13/12/11	20:12:52	20:12:57	-50.0303	1.3585	4.87	NaN	12768203.00	384.59	13491982.00	0.14	29.61	1007.63	1007.48	-0.30	2.96	88.90	43.00	-55.11	9.82	9.62	9.85	0.35	4.75	22.87	14.65	385.37	4.87	0.901	0.0	0.00	5.139	32.594	33.861	116.10	11.81	-38.583	4.3033
EQU	0	13/12/11	20:14:22	20:14:27	-50.0340	1.3548	4.94	NaN	12783129.00	384.45	13527020.00	0.14	29.60	1007.71	1007.47	-0.28	2.97	89.39	43.00	-55.12	9.82	9.62	9.85	0.35	4.75	22.81	14.55	385.09	4.94	0.876	0.0	0.00	5.163	32.648	33.900	116.00	11.79	-38.583	4.2641
EQU	128	13/12/11	20:15:52	20:15:57	-50.0378	1.3512	4.93	NaN	12747449.00	384.44	13487797.00	0.14	29.60	1007.49	1007.30	-0.28	2.96	88.41	43.00	-55.11	9.82	9.62	9.85	0.36	4.81	22.87	14.65	386.85	4.92	0.913	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	4.2131
EQU	0	13/12/11	20:17:22	20:17:27	-50.0416	1.3476	4.88	NaN	12760357.00	383.44	13502801.00	0.14	29.59	1007.39	1007.39	-0.34	2.97	88.90	43.00	-55.11	9.82	9.62	9.85	0.36	4.87	22.75	14.55	387.68	4.87	1.008	0.0	0.00	5.214	32.592	33.783	115.70	11.75	-38.583	4.2510
EQU	0	13/12/11	20:18:52	20:18:57	-50.0455	1.3439	4.88	NaN	12728852.00	381.11	13480545.00	0.14	29.59	1007.43	1007.36	-0.26	2.97	87.37	43.00	-55.10	9.82	9.62	9.85	0.35	4.94	22.75	14.55	388.93	4.89	1.031	0.0	0.00	5.193	32.615	33.831	115.80	11.75	-38.583	4.1825
EQU	128	13/12/11	20:20:22	20:20:27	-50.0494	1.3405	4.87	NaN	12760656.00	379.67	13486405.00	0.14	29.59	1007.30	1007.07	-0.32	2.95	88.95	43.00	-55.09	9.82	9.62	9.85	0.36	3.81	22.81	14.55	389.03	4.86	1.064	0.0	0.00	5.184	32.601	33.823	115.70	11.75	-38.583	3.9713
EQU	0	13/12/11	20:21:52	20:21:57	-50.0532	1.3369	4.77	NaN	12810302.00	379.71	13538888.00	0.14	29.59	1007.28	1006.85	-0.22	2.96	88.35	43.00	-55.10	9.82	9.62	9.85	0.35	4.37	22.75	14.55	390.59	4.70	1.051	0.0	0.00	5.174	32.494	33.712	115.60	11.75	-38.583	3.9117
EQU	0	13/12/11	20:23:22	20:23:27	-50.0571	1.3334	4.60	NaN	12754455.00	380.47	13508306.00	0.14	29.57	1007.49	1007.39	-0.22	2.95	88.79	43.00	-55.10	9.82	9.62	9.85	0.36	4.69	22.75	14.55	391.00	4.59	1.015	0.0	0.00	5.079	32.398	33.697	115.50	11.77	-38.583	3.8807
EQU	0	13/12/11	20:24:52	20:24:57	-50.0609	1.3299	4.59	NaN	12761614.00	384.61	13493428.00	0.14	29.57	1007.35	1007.23	-0.41	2.96	86.56	43.00	-55.11	9.82	9.62	9.85	0.36	4.81	22.81	14.55	392.34	4.56	1.010	0.0	0.00	4.965	32.369	33.778	115.90	11.84	-38.583	3.6603
EQU	128	13/12/11	20:26:22	20:26:27	-50.0646	1.3262	4.43	NaN	12807336.00	388.47	13536742.00	0.14	29.57	1007.25	1007.00	-0.36	2.97	86.62	43.00	-55.12	9.82	9.62	9.85	0.35	4.87	22.81	14.45	393.54	4.41	1.018	0.0	0.00	4.905	32.239	33.688	115.80	11.85	-38.583	3.5926
EQU	0	13/12/11	20:27:52	20:27:56	-50.0684	1.3225	4.31	NaN	12780679.00	388.48	13524597.00	0.14	29.58	1007.37	1007.15	-0.31	2.95	87.86	43.00	-55.10	9.82	9.62	9.85	0.36	4.94	22.75	14.45	394.10	4.31	1.012	0.0	0.00	4.787	32.161	33.718	115.50	11.85	-38.583	3.5465
EQU	0	13/12/11	20:29:22	20:29:26	-50.0721	1.3186	4.29	NaN	12795829.00	387.47	13527587.00	0.14	29.57	1007.41	1007.06	-0.31	2.94	88.08	43.00	-55.09	9.82	9.62	9.85	0.36	3.81	22.75	14.45	393.98	4.28	1.040	0.0	0.00	4.680	32.122	33.782	115.70	11.89	-38.583	3.6649
EQU	0	13/12/11	20:30:52	20:30:57	-50.0759	1.3147	4.33	NaN	12757569.00	386.22	13498813.00	0.14	29.57	1007.31	1007.03	-0.24	2.96	89.56	43.00	-55.10	9.82	9.62	9.85	0.36	4.44	22.75	14.45	393.15	4.34	1.016	0.0	0.00	4.633	32.148	33.861	115.70	11.91	-38.583	3.7336
EQU	0	13/12/11	20:32:22	20:32:27	-50.0797	1.3108	4.40	NaN	12745247.00	384.99	13499048.00	0.14	29.57	1007.33	1007.11	-0.34	2.95	87.86	43.00	-55.09	9.82	9.62	9.85	0.35	4.69	22.75	14.45	391.94	4.41	1.036	0.0	0.00	4.645	32.194	33.901	115.80	11.91	-38.583	3.7609
EQU	0	13/12/11	20:33:52	20:33:57	-50.0834	1.3069	4.41	NaN	12764253.00	384.70	13504876.00	0.14	29.55	1007.29	1007.13	-0.23	2.97	89.50	43.00	-55.11	9.82	9.62	9.85	0.36	4.75	22.75	14.45	391.36	4.44	1.005	0.0	0.00	4.684	32.216	33.886	115.70	11.89	-38.583	3.8393
EQU	0	13/12/11	20:35:22	20:35:27	-50.0873	1.3032	4.47	NaN	12730481.00	386.19	13471845.00	0.14	29.55	1007.16	1006.89	-0.26	2.96	88.46	43.00	-55.12	9.82	9.62	9.85	0.35	4.87	22.75	14.35	391.54	4.49	1.008	0.0	0.00	4.717	32.270	33.917	115.80	11.89	-38.583	3.8761
EQU-DRAIN	0	13/12/11	20:36:52	20:36:57	-50.0911	1.2995	4.51	NaN	12783108.00	386.39	13518634.00	0.14	29.54	1007.27	1006.88	-0.32	2.95	88.02	43.00	-55.08	9.82	9.62	9.85	0.36	5.00	22.81	14.45	390.42	4.52	1.033	0.0	0.00	4.763	32.294	33.897	115.80	11.88	-38.583	3.8900
EQU	0	13/12/11	20:38:43	20:38:48	-50.0959	1.2948	4.55	NaN	12805657.00	380.95	13519247.00	0.14	29.53	1007.03	1006.75	-0.35	2.96	88.08	43.00	-55.10	9.82	9.62	9.85	0.36	3.87	22.81	14.35	390.68	4.55	1.058	0.0	0.00	4.814	32.309	33.863	115.80	11.87	-38.583	3.8445
EQU	128	13/12/11	20:40:12	20:40:17	-50.0998	1.2912	4.51	NaN	12724268.00	384.93	13486076.00	0.14	29.53	1007.12	1006.99	-0.38	2.97	88.52	43.00	-55.13	9.82	9.62	9.85	0.36	4.69	22.81	14.35	390.98	4.53	1.169	0.0	0.00	4.838	32.315	33.845	115.70	11.85	-38.583	3.8689
EQU	0	13/12/11	20:41:42	20:41:47	-50.1036	1.2876	4.54	NaN	12769664.00	384.42	13512100.00	0.14	29.52	1007.24	1006.96	-0.30	2.95	88.41	43.00	-55.13	9.82	9.62	9.85	0.36	4.81	22.69	14.35	393.39	4.53	1.154	0.0	0.00	4.843	32.331	33.858	115.70	11.84	-38.583	3.8388
EQU	0	13/12/11	20:43:12	20:43:16	-50.1074	1.2840	4.50	NaN	12791261.00	382.35	13497227.00	0.14	29.51	1007.25	1007.20	-0.25	2.95	90.00	43.00	-55.11	9.82	9.62	9.85	0.36	4.87	22.75	14.35	393.04	4.52	1.166	0.0	0.00	4.841	32.304	33.829	115.70	11.85	-38.583	3.8708
EQU	0	13/12/11	20:44:42	20:44:47	-50.1112	1.2802	4.53	NaN	12791245.00	380.68	13500264.00	0.14	29.51	1007.26	1007.02	-0.40	2.95	88.57	43.00	-55.11	9.82	9.62	9.85	0.36	3.87	22.69	14.35	393.17	4.52	1.210	0.0	0.00	4.826	32.326	33.870	116.00	11.88	-38.583	3.8263
EQU	0	13/12/11	20:46:12	20:46:17	-50.1151	1.2765	4.51	NaN	12755025.00	379.47	13468813.00	0.14	29.50	1007.11	1007.17	-0.38	2.96	89.23	43.00	-55.13	9.82	9.62	9.85	0.36	4.25	22.69	14.25	393.12	4.52	1.176	0.0	0.00	4.827	32.301	33.840	116.10	11.90	-38.583	3.8959
EQU	0	13/12/11	20:47:42	20:47:47	-50.1190	1.2728	4.55	NaN	12815132.00	378.20	13507124.00	0.14	29.49	1007.25	1006.65	-0.37	2.95	87.37	43.00	-55.15	9.82	9.62	9.85	0.36	4.69	22.62	14.25	393.67	4.56	1.249	0.0	0.00	4.830	32.341	33.883	116.40	11.92	-38.583	3.9472
EQU	0	13/12/11	20:49:12	20:49:17	-50.1228	1.2690	4.59	NaN	12795039.00	376.08	13512099.00	0.14	29.49	1007.08	1007.02	-0.31	2.97	88.73	43.00	-55.11	9.82	9.62	9.85	0.36	4.75	22.62	14.25	393.91	4.59	1.218	0.0	0.00	4.852	32.369	33.894	116.60	11.93	-38.583	3.8793
EQU	0	13/12/11	20:50:42	20:50:47	-50.1266	1.2653	4.58	NaN	12841908.00	375.69	13521165.00	0.14	29.49	1007.02	1006.66	-0.23	2.97	90.33	43.00	-55.12	9.82	9.62	9.85	0.36	4.75	22.62	14.25	393.81	4.56	1.242	0.0	0.00	4.889	32.354	33.838	116.60	11.93	-38.583	3.7394
EQU	128	13/12/11	20:52:13	20:52:18	-50.1305	1.2617	4.48	NaN	12784805.00	375.59	13516752.00	0.14	29.47	1006.87	1006.48	-0.28	2.96	89.56	43.00	-55.12	9.82	9.62	9.85	0.36	4.81	22.62	14.25	394.36	4.45	1.181	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	3.7430
EQU	0	13/12/11	20:53:42	20:53:47	-50.1343	1.2580	4.43	NaN	12740636.00	377.43	13495956.00	0.14	29.47	1006.83	1006.85	-0.34	2.95	87.97	43.00	-55.13	9.82	9.62	9.85	0.36	4.87	22.62	14.25	393.54	4.43	1.218	0.0	0.00	4.812	32.247	33.792	116.70	11.96	-38.583	3.7213
EQU	0	13/12/11	20:55:12	20:55:17	-50.1381	1.2545	4.41	NaN	12802949.00	377.19	13511056.00	0.14	29.46	1006.75	1006.51	-0.25	2.94	88.84	43.00	-55.13	9.82	9.62	9.85	0.36	4.94	22.56	14.25	393.49	4.41	1.221	0.0	0.00	4.763	32.228	33.821	117.00	12.01	-38.583	3.7799
EQU	128	13/12/11	20:56:42	20:56:47	-50.1420	1.2508	4.45	NaN	12716379.00	376.79	13489740.00	0.14	29.45	1006.62	1006.53	-0.23	2.95	88.46	43.00	-55.12	9.82	9.62	9.85	0.36	4.69	22.56	14.15	393.85	4.44	1.215	0.0	0.00	4.744	32.251	33.867	117.20	12.03	-38.583	3.7700
EQU	0	13/12/11	20:58:12	20:58:17	-50.1458	1.2471	4.44	NaN	12778217.00	375.79	13492825.00	0.14	29.44	1006.58	1006.26	-0.45	2.96	87.97	43.00	-55.13	9.82	9.62	9.85	0.36	3.75	22.62	14.15	394.02	4.44	1.210	0.0	0.00	4.753	32.249	33.855	117.40	12.04	-38.583	3.7914
