Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	O2 um/l	O2 temp	Ch conc	Ch temp	Press	Temp	Cond	Sal	O2%	O2ppm	Temp2	TempIntake
ATM	128	13/12/11	17:19:09	17:19:14	-49.5848	1.7783	5.62	NaN	12759214.00	388.02	13459591.00	0.76	30.17	1011.48	1011.56	-0.18	3.04	104.40	43.00	-55.03	9.82	9.62	9.85	0.35	4.87	23.75	15.87	382.19	5.62	0.719	0.0	0.00	5.908	33.262	33.848	118.10	11.79	-38.583	4.9644
ATM	0	13/12/11	17:20:39	17:20:44	-49.5887	1.7746	5.62	NaN	12778520.00	388.21	13473389.00	0.76	30.19	1011.35	1011.29	-0.21	3.04	104.10	43.00	-55.03	9.82	9.62	9.85	0.35	4.87	23.81	15.87	382.06	5.61	0.739	0.0	0.00	5.920	33.247	33.819	117.90	11.76	-38.583	4.9463
ATM	0	13/12/11	17:22:09	17:22:14	-49.5926	1.7710	5.61	NaN	12704182.00	388.15	13423865.00	0.75	30.20	1011.30	1011.22	-0.17	3.04	104.10	43.00	-55.03	9.82	9.62	9.85	0.35	4.75	23.81	15.87	381.88	5.59	0.725	0.0	0.00	5.909	33.234	33.815	117.70	11.75	-38.583	4.9647
ATM	0	13/12/11	17:23:39	17:23:44	-49.5965	1.7675	5.61	NaN	12742453.00	388.27	13456692.00	0.75	30.21	1011.34	1011.31	-0.18	3.04	104.22	43.00	-55.07	9.82	9.62	9.85	0.35	4.75	23.81	15.87	382.68	5.61	0.794	0.0	0.00	5.897	33.241	33.835	117.60	11.75	-38.583	4.9567
ATM	128	13/12/11	17:25:09	17:25:14	-49.6003	1.7641	5.62	NaN	12734399.00	388.30	13448600.00	0.74	30.22	1011.25	1011.18	-0.16	3.05	104.10	43.00	-55.07	9.82	9.62	9.85	0.35	4.87	23.75	15.87	383.45	5.61	0.810	0.0	0.00	5.914	33.253	33.831	117.50	11.73	-38.583	4.9571
ATM	0	13/12/11	17:26:39	17:26:44	-49.6042	1.7607	5.61	NaN	12731644.00	388.17	13461165.00	0.73	30.22	1011.19	1011.08	-0.18	3.04	104.34	43.00	-55.08	9.82	9.62	9.85	0.35	4.87	23.75	15.87	384.00	5.61	0.793	0.0	0.00	5.913	33.251	33.830	117.50	11.73	-38.583	4.9551
ATM	0	13/12/11	17:28:09	17:28:14	-49.6080	1.7571	5.61	NaN	12778589.00	388.18	13473196.00	0.73	30.22	1011.20	1011.11	-0.20	3.03	104.16	43.00	-55.05	9.82	9.62	9.85	0.35	4.75	23.75	15.87	383.18	5.61	0.760	0.0	0.00	5.899	33.245	33.837	117.60	11.74	-38.583	4.9548
ATM	0	13/12/11	17:29:39	17:29:44	-49.6119	1.7537	5.61	NaN	12768913.00	388.19	13455650.00	0.73	30.21	1011.15	1011.14	-0.19	3.02	104.28	43.00	-55.05	9.82	9.62	9.85	0.35	4.87	23.75	15.87	382.86	5.60	0.794	0.0	0.00	5.886	33.250	33.856	117.50	11.74	-38.583	4.9409
ATM	0	13/12/11	17:31:09	17:31:14	-49.6158	1.7500	5.60	NaN	12745270.00	388.18	13444718.00	0.72	30.22	1011.08	1011.02	-0.14	3.01	104.22	43.00	-55.04	9.82	9.62	9.85	0.35	4.87	23.69	15.87	383.47	5.59	0.774	0.0	0.00	5.891	33.237	33.836	117.50	11.73	-38.583	4.9344
ATM	0	13/12/11	17:32:39	17:32:44	-49.6197	1.7466	5.59	NaN	12821588.00	388.00	13499768.00	0.71	30.22	1011.09	1010.88	-0.28	3.03	104.65	43.00	-55.05	9.82	9.62	9.85	0.35	4.75	23.69	15.77	383.52	5.58	0.812	0.0	0.00	5.883	33.236	33.843	117.40	11.72	-38.583	4.9356
EQU-DRAIN	128	13/12/11	17:37:35	17:37:40	-49.6324	1.7348	5.60	NaN	12697879.00	402.85	13485030.00	0.19	30.21	1010.96	1010.85	-0.34	3.02	86.94	43.00	-55.05	9.82	9.62	9.85	0.35	4.81	23.69	15.77	383.34	5.59	0.832	0.0	0.00	5.868	33.224	33.845	117.10	11.70	-38.583	4.9455
EQU	0	13/12/11	17:39:23	17:39:28	-49.6370	1.7306	5.61	NaN	12753909.00	386.67	13479021.00	0.20	30.20	1011.10	1011.14	-0.31	3.03	88.35	43.00	-55.07	9.82	9.62	9.85	0.35	4.81	23.62	15.77	383.00	5.59	0.865	0.0	0.00	5.873	33.236	33.853	117.10	11.70	-38.583	4.9585
EQU	0	13/12/11	17:40:52	17:40:57	-49.6408	1.7268	5.61	NaN	12836612.00	388.81	13544566.00	0.19	30.19	1010.95	1010.64	-0.31	3.04	88.35	43.00	-55.05	9.82	9.62	9.85	0.35	4.75	23.62	15.77	383.33	5.59	0.877	0.0	0.00	5.887	33.239	33.844	117.00	11.69	-38.583	4.9608
EQU	0	13/12/11	17:42:22	17:42:27	-49.6448	1.7233	5.62	NaN	12714481.00	389.11	13482188.00	0.19	30.19	1010.99	1010.94	-0.34	3.03	88.35	43.00	-55.05	9.82	9.62	9.85	0.35	4.81	23.56	15.77	382.69	5.60	0.892	0.0	0.00	5.904	33.240	33.827	116.90	11.67	-38.583	4.9577
EQU	0	13/12/11	17:43:52	17:43:57	-49.6487	1.7196	5.62	NaN	12717945.00	389.13	13504546.00	0.18	30.19	1010.87	1010.80	-0.35	3.02	88.35	43.00	-55.06	9.82	9.62	9.85	0.35	4.94	23.62	15.77	382.48	5.60	0.899	0.0	0.00	5.898	33.247	33.841	116.80	11.66	-38.583	4.9506
EQU	128	13/12/11	17:45:22	17:45:27	-49.6525	1.7158	5.61	NaN	12777302.00	388.95	13498463.00	0.17	30.18	1010.89	1010.74	-0.19	3.04	88.02	43.00	-55.08	9.82	9.62	9.85	0.35	4.81	23.62	15.77	383.10	5.60	0.856	0.0	0.00	5.905	33.246	33.832	116.80	11.66	-38.583	4.9508
EQU	0	13/12/11	17:46:52	17:46:57	-49.6564	1.7121	5.61	NaN	12756989.00	390.24	13504642.00	0.17	30.18	1010.91	1010.68	-0.31	3.03	88.19	43.00	-55.11	9.82	9.62	9.85	0.35	4.81	23.62	15.77	382.57	5.60	0.873	0.0	0.00	5.890	33.245	33.847	116.80	11.66	-38.583	4.9494
EQU	0	13/12/11	17:48:22	17:48:27	-49.6604	1.7086	5.61	NaN	12737098.00	390.75	13461854.00	0.17	30.18	1010.82	1010.71	-0.37	3.04	86.78	43.00	-55.10	9.82	9.62	9.85	0.35	5.00	23.62	15.67	382.87	5.60	0.903	0.0	0.00	5.909	33.245	33.828	116.70	11.65	-38.583	4.9591
EQU	128	13/12/11	17:49:52	17:49:57	-49.6642	1.7051	5.61	NaN	12738091.00	391.61	13511291.00	0.17	30.17	1010.73	1010.54	-0.23	3.03	87.59	43.00	-55.08	9.82	9.62	9.85	0.35	4.81	23.62	15.67	383.75	5.60	0.930	0.0	0.00	5.888	33.252	33.857	116.80	11.66	-38.583	4.9630
EQU	0	13/12/11	17:51:22	17:51:27	-49.6681	1.7016	5.61	NaN	12772964.00	392.50	13522157.00	0.17	30.16	1010.76	1010.47	-0.37	3.03	88.19	43.00	-55.07	9.82	9.62	9.85	0.35	4.75	23.62	15.77	383.39	5.61	0.910	0.0	0.00	5.886	33.258	33.864	116.80	11.66	-38.583	4.0000
EQU	0	13/12/11	17:52:52	17:52:57	-49.6721	1.6979	5.62	NaN	12789033.00	393.39	13530940.00	0.16	30.15	1010.70	1010.58	-0.27	3.02	87.64	43.00	-55.06	9.82	9.62	9.85	0.35	4.87	23.56	15.67	383.07	5.61	0.944	0.0	0.00	5.889	33.246	33.848	116.80	11.67	-38.583	4.9678
EQU	0	13/12/11	17:54:22	17:54:27	-49.6760	1.6944	5.62	NaN	12752010.00	393.71	13504159.00	0.16	30.16	1010.72	1010.68	-0.28	3.02	88.95	43.00	-55.08	9.82	9.62	9.85	0.35	4.00	23.62	15.67	383.16	5.62	0.944	0.0	0.00	5.897	33.252	33.847	116.90	11.67	-38.583	4.9653
EQU	128	13/12/11	17:55:52	17:55:57	-49.6800	1.6908	0.00	NaN	12778865.00	394.23	13532134.00	0.16	30.16	1010.68	1010.74	-0.23	3.03	89.23	43.00	-55.08	9.82	9.62	9.85	0.35	4.31	23.62	15.67	383.26	5.61	0.951	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	4.9751
EQU	0	13/12/11	17:57:22	17:57:27	-49.6839	1.6871	5.63	NaN	12766401.00	394.77	13519907.00	0.16	30.15	1010.73	1010.63	-0.34	3.03	88.35	43.00	-55.06	9.82	9.62	9.85	0.35	4.69	23.56	15.67	383.07	5.62	0.949	0.0	0.00	5.899	33.250	33.843	116.80	11.66	-38.583	5.0003
EQU	0	13/12/11	17:58:52	17:58:57	-49.6878	1.6837	5.64	NaN	12752077.00	395.70	13475678.00	0.16	30.15	1010.64	1010.57	-0.23	3.03	88.57	43.00	-55.05	9.82	9.62	9.85	0.35	4.75	23.56	15.67	383.31	5.63	0.971	0.0	0.00	5.910	33.269	33.853	116.90	11.66	-38.583	4.9995
EQU	0	13/12/11	18:00:22	18:00:27	-49.6916	1.6801	5.65	NaN	12753125.00	396.29	13493970.00	0.16	30.14	1010.61	1010.58	-0.40	3.01	87.81	43.00	-55.05	9.82	9.62	9.85	0.35	4.87	23.62	15.67	383.66	5.64	0.994	0.0	0.00	5.924	33.298	33.873	116.90	11.66	-38.583	1.0000
EQU	128	13/12/11	18:01:52	18:01:57	-49.6955	1.6766	5.66	NaN	12717359.00	395.80	13509690.00	0.16	30.13	1010.74	1010.54	-0.27	3.04	88.57	43.00	-55.07	9.82	9.62	9.85	0.36	4.81	23.56	15.67	384.78	5.66	1.044	0.0	0.00	5.928	33.306	33.877	117.00	11.67	-38.583	5.0054
EQU	0	13/12/11	18:03:22	18:03:27	-49.6994	1.6728	5.67	NaN	12762498.00	396.83	13516099.00	0.15	30.12	1010.57	1010.42	-0.40	3.02	87.53	43.00	-55.09	9.82	9.62	9.85	0.35	4.75	23.62	15.67	385.00	5.65	1.061	0.0	0.00	5.935	33.305	33.869	117.20	11.69	-38.583	5.0058
EQU-DRAIN	0	13/12/11	18:04:52	18:04:57	-49.7034	1.6693	5.66	NaN	12752151.00	398.98	13514439.00	0.15	30.12	1010.48	1010.32	-0.33	3.03	88.41	43.00	-55.07	9.82	9.62	9.85	0.35	4.81	23.62	15.57	384.59	5.69	1.003	0.0	0.00	5.952	33.300	33.847	117.40	11.70	-38.583	5.0005
EQU	0	13/12/11	18:06:43	18:06:48	-49.7084	1.6648	5.65	NaN	12706476.00	392.28	13466408.00	0.16	30.14	1010.56	1010.73	-0.37	3.03	87.16	43.00	-55.06	9.82	9.62	9.85	0.35	4.69	23.62	15.57	384.22	5.69	0.985	0.0	0.00	5.938	33.300	33.860	117.50	11.71	-38.583	4.9996
EQU	0	13/12/11	18:08:12	18:08:17	-49.7122	1.6612	5.65	NaN	12769317.00	402.79	13529476.00	0.15	30.15	1010.46	1010.29	-0.34	3.02	89.83	43.00	-55.08	9.82	9.62	9.85	0.35	3.87	23.69	15.67	384.64	5.70	0.954	0.0	0.00	5.941	33.299	33.857	117.50	11.72	-38.583	4.9944
EQU	128	13/12/11	18:09:42	18:09:47	-49.7162	1.6575	5.65	NaN	12748847.00	404.15	13512405.00	0.16	30.16	1010.36	1010.44	-0.33	3.04	89.06	43.00	-55.08	9.82	9.62	9.85	0.35	4.62	23.69	15.57	386.19	5.66	1.053	0.0	0.00	5.924	33.292	33.866	117.60	11.74	-38.583	4.9781
EQU	0	13/12/11	18:11:12	18:11:17	-49.7202	1.6539	5.64	NaN	12694300.00	407.87	13459610.00	0.16	30.16	1010.31	1010.55	-0.34	3.04	88.35	43.00	-55.08	9.82	9.62	9.85	0.35	4.81	23.62	15.57	385.88	5.63	1.054	0.0	0.00	5.933	33.288	33.851	117.60	11.73	-38.583	4.9630
EQU	0	13/12/11	18:12:42	18:12:47	-49.7242	1.6505	5.63	NaN	12682386.00	408.83	13488192.00	0.15	30.16	1010.21	1010.41	-0.28	3.04	87.97	43.00	-55.07	9.82	9.62	9.85	0.35	4.94	23.62	15.57	385.83	5.62	1.029	0.0	0.00	5.924	33.267	33.837	117.50	11.72	-38.583	4.9761
EQU	0	13/12/11	18:14:12	18:14:17	-49.7280	1.6468	5.64	NaN	12742702.00	413.34	13519662.00	0.15	30.17	1010.30	1009.93	-0.28	3.05	89.06	43.00	-55.04	9.82	9.62	9.85	0.35	3.94	23.62	15.57	386.13	5.63	1.011	0.0	0.00	5.930	33.275	33.841	117.50	11.72	-38.583	4.9760
EQU	128	13/12/11	18:15:42	18:15:47	-49.7319	1.6434	5.63	NaN	12680901.00	412.66	13498494.00	0.15	30.17	1010.26	1009.92	-0.33	3.05	88.84	43.00	-55.05	9.82	9.62	9.85	0.35	4.37	23.56	15.57	387.49	5.63	1.015	0.0	0.00	5.930	33.287	33.853	117.50	11.73	-38.583	4.9000
EQU	0	13/12/11	18:17:12	18:17:17	-49.7359	1.6398	5.62	NaN	12757479.00	412.50	13516471.00	0.15	30.17	1010.21	1010.01	-0.34	3.03	87.26	43.00	-55.05	9.82	9.62	9.85	0.35	4.75	23.56	15.57	386.39	5.61	0.982	0.0	0.00	5.911	33.263	33.846	117.70	11.74	-38.583	4.9146
EQU	0	13/12/11	18:18:42	18:18:47	-49.7398	1.6363	5.59	NaN	12678064.00	409.65	13485153.00	0.15	30.16	1010.22	1010.41	-0.37	2.99	88.13	43.00	-55.05	9.82	9.62	9.85	0.35	4.87	23.50	15.57	0.00	0.00	0.957	0.0	0.00	5.896	33.240	33.835	117.70	11.75	-38.583	4.8868
EQU	0	13/12/11	18:20:20	18:20:25	-49.7440	1.6323	5.56	NaN	12760740.00	403.10	13492921.00	0.15	30.16	1010.32	1010.09	-0.23	2.97	89.50	43.00	-55.07	9.82	9.62	9.85	0.35	4.81	23.56	15.47	386.03	5.55	1.013	0.0	0.00	5.886	33.211	33.813	117.60	11.74	-38.583	4.8494
EQU	0	13/12/11	18:21:52	18:21:57	-49.7481	1.6287	5.53	NaN	12716498.00	403.19	13475268.00	0.15	30.16	1010.15	1010.12	-0.36	2.98	87.81	43.00	-55.06	9.82	9.62	9.85	0.35	4.75	23.50	15.57	386.24	5.51	1.008	0.0	0.00	5.846	33.178	33.815	117.60	11.75	-38.583	4.8156
EQU	0	13/12/11	18:23:22	18:23:27	-49.7520	1.6251	5.50	NaN	12707243.00	402.52	13515705.00	0.14	30.15	1010.04	1010.07	-0.36	2.98	89.56	43.00	-55.05	9.82	9.62	9.85	0.35	4.81	23.50	15.47	385.31	5.48	0.987	0.0	0.00	5.840	33.153	33.792	117.40	11.74	-38.583	4.7801
EQU	128	13/12/11	18:24:52	18:24:57	-49.7559	1.6214	5.46	NaN	12750925.00	401.10	13534701.00	0.14	30.15	1010.07	1009.94	-0.33	2.98	88.24	43.00	-55.05	9.82	9.62	9.85	0.35	4.94	23.50	15.47	386.70	5.44	0.982	0.0	0.00	5.828	33.122	33.770	117.30	11.73	-38.583	4.7637
EQU	0	13/12/11	18:26:22	18:26:27	-49.7598	1.6176	5.44	NaN	12737111.00	397.98	13495604.00	0.15	30.15	1010.02	1010.01	-0.25	2.96	90.22	43.00	-55.05	9.82	9.62	9.85	0.35	4.00	23.50	15.47	385.90	5.43	0.989	0.0	0.00	5.815	33.103	33.760	117.00	11.71	-38.583	4.7431
EQU	0	13/12/11	18:27:52	18:27:57	-49.7637	1.6140	5.42	NaN	12673194.00	396.01	13459954.00	0.15	30.14	1009.96	1010.10	-0.25	2.96	89.50	43.00	-55.06	9.82	9.62	9.85	0.35	4.25	23.44	15.47	386.22	5.41	0.961	0.0	0.00	5.782	33.094	33.784	116.90	11.71	-38.583	4.7253
EQU	0	13/12/11	18:29:22	18:29:27	-49.7675	1.6103	5.40	NaN	12835350.00	394.97	13546705.00	0.14	30.13	1009.90	1009.63	-0.37	2.97	87.75	43.00	-55.07	9.82	9.62	9.85	0.35	4.69	23.44	15.47	386.89	5.39	0.985	0.0	0.00	5.829	33.071	33.711	116.30	11.64	-38.583	0.0000
EQU	128	13/12/11	18:30:53	18:30:58	-49.7714	1.6063	5.38	NaN	12760224.00	394.35	13507092.00	0.14	30.12	1009.91	1009.88	-0.25	2.97	90.11	43.00	-55.06	9.82	9.62	9.85	0.35	4.81	23.44	15.47	385.90	5.36	1.034	0.0	0.00	5.731	33.046	33.780	116.60	11.70	-38.583	4.6557
EQU	0	13/12/11	18:32:22	18:32:27	-49.7754	1.6026	5.34	NaN	12800230.00	394.39	13519266.00	0.14	30.12	1010.13	0.00	-0.33	2.97	87.53	43.00	-55.06	9.82	9.62	9.85	0.35	4.94	23.50	15.47	385.76	5.34	1.041	0.0	0.00	5.691	33.017	33.788	116.60	11.71	-38.583	4.6107
EQU	0	13/12/11	18:33:52	18:33:57	-49.7793	1.5991	5.31	NaN	12776417.00	394.58	13538635.00	0.14	30.12	1009.96	1009.79	-0.28	2.97	89.83	43.00	-55.08	9.82	9.62	9.85	0.35	4.00	23.50	15.47	385.30	5.30	0.997	0.0	0.00	5.708	32.991	33.741	116.50	11.69	-38.583	4.5552
EQU-DRAIN	0	13/12/11	18:35:22	18:35:27	-49.7832	1.5953	5.26	NaN	12733347.00	395.60	13504958.00	0.14	30.12	1009.88	1009.90	-0.22	2.97	89.67	43.00	-55.09	9.82	9.62	9.85	0.35	4.25	23.44	15.47	385.13	5.25	0.967	0.0	0.00	5.646	32.937	33.742	116.50	11.71	-38.583	4.3047
EQU	0	13/12/11	18:37:14	18:37:19	-49.7881	1.5906	5.05	NaN	12752957.00	387.86	13511318.00	0.15	30.12	1009.97	1009.79	-0.23	2.96	89.78	43.00	-55.08	9.82	9.62	9.85	0.35	4.81	23.44	15.37	387.05	5.01	1.023	0.0	0.00	5.574	32.749	33.600	116.30	11.72	-38.583	4.2238
EQU	0	13/12/11	18:38:42	18:38:47	-49.7919	1.5872	4.95	NaN	12738518.00	390.84	13495467.00	0.14	30.12	1009.86	1010.01	-0.33	2.97	88.73	43.00	-55.08	9.82	9.62	9.85	0.35	4.94	23.44	15.37	387.43	4.94	1.022	0.0	0.00	5.450	32.684	33.651	116.20	11.74	-38.583	4.2680
EQU	0	13/12/11	18:40:12	18:40:17	-49.7957	1.5837	4.96	NaN	12798343.00	390.88	13511722.00	0.14	30.11	1009.90	1009.79	-0.19	2.97	89.72	43.00	-55.08	9.82	9.62	9.85	0.35	3.94	23.44	15.37	387.62	4.96	1.006	0.0	0.00	5.348	32.696	33.767	116.40	11.78	-38.583	4.2635
EQU	0	13/12/11	18:41:42	18:41:47	-49.7996	1.5802	4.97	NaN	12771147.00	390.57	13526198.00	0.14	30.11	1009.83	1009.47	-0.29	2.97	85.86	43.00	-55.09	9.82	9.62	9.85	0.35	4.31	23.37	15.37	387.59	4.95	1.020	0.0	0.00	5.293	32.691	33.817	116.60	11.82	-38.583	4.2978
EQU	0	13/12/11	18:43:12	18:43:17	-49.8035	1.5763	4.98	NaN	12777694.00	390.39	13529289.00	0.14	30.10	1009.77	1009.53	-0.28	2.97	90.06	43.00	-55.06	9.82	9.62	9.85	0.35	4.75	23.37	15.37	386.75	4.97	0.957	0.0	0.00	5.287	32.701	33.834	116.70	11.83	-38.583	4.3050
EQU	128	13/12/11	18:44:42	18:44:47	-49.8074	1.5728	4.99	NaN	12758180.00	389.47	13514003.00	0.14	30.09	1009.75	1009.51	-0.39	2.97	88.52	43.00	-55.05	9.82	9.62	9.85	0.35	4.81	23.31	15.37	386.42	4.98	0.914	0.0	0.00	5.270	32.709	33.861	116.90	11.85	-38.583	4.3193
EQU	0	13/12/11	18:46:12	18:46:17	-49.8113	1.5689	5.00	NaN	12777896.00	390.04	13505829.00	0.14	30.08	1009.75	1009.58	-0.25	2.95	90.00	43.00	-55.07	9.82	9.62	9.85	0.35	4.94	23.37	15.37	385.37	5.00	0.913	0.0	0.00	5.328	32.711	33.805	116.80	11.83	-38.583	4.3426
EQU	0	13/12/11	18:47:42	18:47:47	-49.8151	1.5654	5.01	NaN	12797416.00	390.64	13542761.00	0.14	30.07	1009.68	1009.36	-0.32	2.97	88.08	43.00	-55.09	9.82	9.62	9.85	0.35	4.75	23.31	15.37	385.35	5.00	0.922	0.0	0.00	5.312	32.729	33.841	116.80	11.83	-38.583	4.3853
EQU	0	13/12/11	18:49:12	18:49:17	-49.8190	1.5617	5.04	NaN	12792989.00	390.72	13529131.00	0.14	30.06	1009.75	1009.34	-0.22	2.96	89.61	43.00	-55.10	9.82	9.62	9.85	0.35	4.81	23.37	15.37	384.96	5.04	0.899	0.0	0.00	5.331	32.757	33.854	116.80	11.82	-38.583	4.4119
EQU	128	13/12/11	18:50:42	18:50:47	-49.8229	1.5581	5.08	NaN	12774069.00	390.27	13502125.00	0.14	30.05	1009.63	1009.54	-0.38	2.95	88.63	43.00	-55.07	9.82	9.62	9.85	0.35	5.00	23.31	15.26	384.88	5.07	0.917	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	4.4588
EQU	0	13/12/11	18:52:13	18:52:18	-49.8268	1.5542	5.11	NaN	12702726.00	389.49	13462930.00	0.14	30.04	1009.49	1009.71	-0.28	2.95	88.79	43.00	-55.07	9.82	9.62	9.85	0.35	4.75	23.31	15.26	384.04	5.11	0.891	0.0	0.00	5.376	32.815	33.875	116.90	11.82	-38.583	4.4770
EQU	0	13/12/11	18:53:42	18:53:47	-49.8306	1.5505	5.14	NaN	12767793.00	389.46	13520979.00	0.14	30.03	1009.56	1009.39	-0.25	2.96	90.17	43.00	-55.08	9.82	9.62	9.85	0.35	4.75	23.31	15.26	383.84	5.14	0.870	0.0	0.00	5.440	32.834	33.833	116.80	11.79	-38.583	4.5946
EQU	0	13/12/11	18:55:12	18:55:17	-49.8345	1.5468	5.22	NaN	12823223.00	389.48	13546628.00	0.14	30.02	1009.48	1009.15	-0.28	2.96	88.30	43.00	-55.08	9.82	9.62	9.85	0.35	4.87	23.31	15.26	382.85	5.22	0.902	0.0	0.00	5.447	32.901	33.902	117.00	11.80	-38.583	4.5580
EQU	0	13/12/11	18:56:42	18:56:47	-49.8385	1.5430	5.24	NaN	12776890.00	389.38	13519813.00	0.14	30.03	1009.52	1009.29	-0.31	2.96	89.50	43.00	-55.10	9.82	9.62	9.85	0.35	4.87	23.31	15.26	382.58	5.22	0.916	0.0	0.00	5.502	32.896	33.839	116.90	11.78	-38.583	4.6358
EQU	0	13/12/11	18:58:12	18:58:17	-49.8424	1.5390	5.26	NaN	12758272.00	388.04	13491252.00	0.14	30.02	1009.50	1009.44	-0.34	2.97	88.73	43.00	-55.09	9.82	9.62	9.85	0.35	4.75	23.31	15.26	382.67	5.26	0.963	0.0	0.00	5.536	32.935	33.851	116.80	11.77	-38.583	4.6288
EQU	0	13/12/11	18:59:42	18:59:47	-49.8464	1.5354	5.28	NaN	12771863.00	386.82	13510306.00	0.14	30.02	1009.39	1009.19	-0.36	2.97	88.35	43.00	-55.08	9.82	9.62	9.85	0.35	4.87	23.37	15.26	383.95	5.27	0.991	0.0	0.00	5.581	32.937	33.808	116.80	11.76	-38.583	4.6650
EQU	128	13/12/11	19:01:12	19:01:17	-49.8503	1.5319	5.30	NaN	12750744.00	385.98	13493660.00	0.14	30.02	1009.39	1009.30	-0.31	2.95	90.55	43.00	-55.08	9.82	9.62	9.85	0.35	4.94	23.31	15.26	384.60	5.30	1.036	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	4.6715
