2015-07-28 13:59:56.152810
2015-07-28 14:08:50.183015
2015-07-28 14:24:31.184550
2015-07-28 14:40:45.628721
2015-07-28 15:06:33.402030
2015-07-28 15:38:10.316555
2015-07-28 16:08:00.192463
2015-07-28 17:11:31.260365
2015-07-28 17:50:14.948516
2015-07-28 20:28:04.447736
2015-07-28 20:59:37.578144
2015-07-29 01:34:12.322871
2015-07-29 01:52:53.992406
2015-07-29 06:29:02.962211
2015-07-29 07:00:50.292039
2015-07-29 11:35:44.705218
2015-07-29 12:07:17.164919
2015-07-29 16:48:44.784202
2015-07-29 17:33:28.250224
2015-07-29 22:02:05.883461
2015-07-29 22:17:56.908991
2015-07-30 02:44:29.007594
2015-07-30 03:14:15.467025
2015-07-30 07:39:24.617718
2015-07-30 07:53:27.991186
2015-07-30 12:19:47.237666
2015-07-30 12:34:19.301141
2015-07-30 16:58:13.964529
2015-07-30 17:10:27.531502
2015-07-30 21:35:13.720379
2015-07-30 21:47:50.510451
2015-07-31 02:08:34.164424
2015-07-31 02:25:46.197691
2015-07-31 06:45:19.504651
2015-07-31 06:58:56.046098
2015-07-31 11:20:55.761870
2015-07-31 11:34:39.041281
2015-07-31 15:53:34.943575
2015-07-31 16:15:58.235273
2015-07-31 20:37:53.138347
2015-07-31 20:56:24.913146
2015-08-01 01:20:01.371794
2015-08-01 01:33:44.313750
2015-08-01 05:50:34.061508
2015-08-01 06:08:40.521678
2015-08-01 10:29:39.863114
2015-08-01 10:58:44.290084
2015-08-01 15:16:48.299067
2015-08-01 15:30:19.780061
2015-08-01 20:01:57.014496
2015-08-01 20:20:52.157655
2015-08-02 00:44:28.144530
2015-08-02 01:01:46.436534
2015-08-02 05:19:04.704385
2015-08-02 05:30:57.246708
2015-08-02 09:58:08.610025
2015-08-02 10:14:08.048283
2015-08-02 14:31:11.886681
2015-08-02 14:46:59.687948
2015-08-02 19:16:10.324204
2015-08-02 19:27:42.465873
2015-08-02 23:53:39.082422
2015-08-03 00:04:58.755390
2015-08-03 04:39:25.753408
2015-08-03 05:00:04.271867
2015-08-03 09:29:06.417634
2015-08-03 09:41:15.606658
2015-08-03 14:02:53.794041
2015-08-03 14:14:58.153470
2015-08-03 18:27:51.071925
2015-08-03 18:40:14.691589
2015-08-03 22:57:13.460462
2015-08-03 23:08:37.762403
2015-08-04 03:28:42.023087
2015-08-04 03:42:20.854293
2015-08-04 07:59:17.888594
2015-08-04 08:20:53.383900
2015-08-04 12:36:04.242686
2015-08-04 12:49:26.794539
2015-08-04 17:00:40.789693
2015-08-04 17:16:02.668257
2015-08-04 21:25:59.364183
2015-08-04 21:41:52.322623
2015-08-05 01:53:02.305517
2015-08-05 02:10:43.279666
2015-08-05 06:26:49.389922
2015-08-05 06:40:17.822854
2015-08-05 10:59:54.885295
2015-08-05 11:17:41.664723
2015-08-05 15:38:47.527900
2015-08-05 15:53:49.267014
2015-08-05 20:06:54.999824
2015-08-05 20:21:10.268168
2015-08-05 23:30:45.057798
2015-08-05 23:42:53.519830
2015-08-06 02:53:31.551744
2015-08-06 03:05:05.925286
2015-08-06 07:26:40.920331
2015-08-06 07:40:24.647436
2015-08-06 11:56:55.406774
2015-08-06 12:10:35.265876
2015-08-06 16:34:35.465615
2015-08-06 16:47:31.854011
2015-08-06 20:59:20.766356
2015-08-06 21:11:39.327669
2015-08-07 00:52:10.722326
2015-08-07 01:10:27.507063
2015-08-07 04:21:23.675371
2015-08-07 04:33:06.358403
2015-08-07 07:46:52.350081
2015-08-07 07:58:38.603894
2015-08-07 12:20:12.566174
2015-08-07 12:34:24.779577
2015-08-07 16:54:19.017312
2015-08-07 17:08:18.006384
2015-08-07 21:20:51.367956
2015-08-07 21:34:29.881017
2015-08-08 00:57:54.673257
2015-08-08 01:11:32.214689
2015-08-08 04:41:56.063305
2015-08-08 08:37:00.431461
2015-08-08 12:00:50.014574
2015-08-08 12:21:45.849545
2015-08-08 15:40:06.079888
2015-08-08 15:57:00.993091
2015-08-08 19:21:05.966807
2015-08-08 19:32:22.574392
2015-08-08 22:52:33.653440
2015-08-08 23:04:13.862003
2015-08-09 03:24:48.501008
2015-08-09 03:37:21.588696
2015-08-09 08:08:23.474802
2015-08-09 08:21:29.986991
2015-08-09 12:51:22.761723
2015-08-09 13:03:41.165775
2015-08-09 16:25:42.121505
2015-08-09 16:36:43.309228
2015-08-09 21:07:30.536813
2015-08-09 21:22:17.315106
2015-08-10 01:51:58.919088
2015-08-10 02:04:18.011428
2015-08-10 06:36:58.409461
2015-08-10 06:51:29.650572
2015-08-10 11:22:54.139733
2015-08-10 11:35:24.385231
2015-08-10 15:55:34.180265
2015-08-10 16:09:56.067121
2015-08-10 20:36:47.903668
2015-08-10 20:48:36.693124
2015-08-11 00:14:56.004554
2015-08-11 00:25:55.840806
2015-08-11 04:50:16.471545
2015-08-11 05:05:06.737627
2015-08-11 09:44:25.103116
2015-08-11 09:56:45.668904
2015-08-11 14:26:06.508726
2015-08-11 14:39:38.265337
2015-08-11 19:10:48.575668
2015-08-11 19:23:39.704255
2015-08-11 22:44:30.683438
2015-08-11 22:55:05.129856
2015-08-12 02:16:46.144576
2015-08-12 02:29:32.839039
2015-08-12 05:52:49.315079
2015-08-12 06:04:09.255799
2015-08-12 09:24:59.191103
2015-08-12 09:43:01.576572
2015-08-12 13:05:33.272701
2015-08-12 13:18:12.838607
2015-08-12 17:35:54.307338
2015-08-12 17:58:07.712105
2015-08-12 23:43:40.341614
2015-08-13 00:12:02.316279
2015-08-13 05:59:45.712227
2015-08-13 06:18:20.496615
2015-08-13 10:44:06.602348
2015-08-13 11:00:13.914190
2015-08-13 15:01:09.893203
2015-08-13 15:25:39.898346
2015-08-13 21:10:23.321000
2015-08-13 21:26:35.107964
2015-08-14 02:56:17.879800
2015-08-14 03:09:57.173023
2015-08-14 08:46:53.667240
2015-08-14 09:04:44.259401
2015-08-14 13:30:26.359150
2015-08-14 13:48:50.836111
2015-08-14 18:01:54.753360
2015-08-14 18:23:46.116153
2015-08-14 22:45:38.343059
2015-08-14 23:03:47.958714
2015-08-15 03:11:44.300424
2015-08-15 03:26:07.936476
2015-08-15 07:41:38.312265
2015-08-15 07:59:00.446262
2015-08-15 12:26:40.651476
2015-08-15 12:48:36.045016
2015-08-15 17:21:25.242810
2015-08-15 17:47:37.491062
2015-08-15 23:37:36.232836
2015-08-15 23:55:50.421963
2015-08-16 06:13:20.732490
2015-08-16 06:30:30.062332
2015-08-16 12:32:31.423855
2015-08-16 12:46:07.215537
2015-08-16 18:42:23.670371
2015-08-16 18:59:16.225490
2015-08-16 23:13:48.611823
2015-08-16 23:40:43.236238
2015-08-17 04:06:29.568090
2015-08-17 04:29:52.898791
2015-08-17 08:40:47.650708
2015-08-17 08:57:14.316629
2015-08-17 13:19:24.154585
2015-08-17 13:38:56.255429
2015-08-17 19:42:25.124876
2015-08-17 19:56:55.350854
2015-08-18 02:00:13.211106
2015-08-18 02:26:09.556396
2015-08-18 08:26:24.242738
2015-08-18 08:39:53.278321
2015-08-18 13:03:04.440778
2015-08-18 13:25:07.053329
2015-08-18 17:39:06.728624
