Depth,Temperature
1.4509999999999998,-1.0758
1.4509999999999998,-1.0756
1.4509999999999998,-1.0754
1.3869999999999998,-1.0753
1.4509999999999998,-1.0758
1.4509999999999998,-1.0757
1.4509999999999998,-1.0757
1.4509999999999998,-1.0755
1.3869999999999998,-1.0754
1.4509999999999998,-1.0755
1.4509999999999998,-1.0761
1.4509999999999998,-1.0768
1.4509999999999998,-1.0775
1.443,-1.0783
1.4509999999999998,-1.0784
1.4509999999999998,-1.0785
1.394,-1.0781
1.4509999999999998,-1.0772
1.493,-1.0765
1.4509999999999998,-1.0761
1.394,-1.0759999999999998
1.5,-1.0759999999999998
1.394,-1.0759999999999998
1.443,-1.0759999999999998
1.4509999999999998,-1.0755
1.5,-1.0753
1.4509999999999998,-1.0751
1.4509999999999998,-1.0749
1.443,-1.0755
1.4509999999999998,-1.0755
1.4509999999999998,-1.0759999999999998
1.5,-1.0759999999999998
1.4509999999999998,-1.0755
1.3869999999999998,-1.0755
1.4509999999999998,-1.0754
1.5,-1.0753
1.4509999999999998,-1.0751
1.4509999999999998,-1.0755
1.443,-1.0765
1.4509999999999998,-1.0772
1.5,-1.0775
1.4509999999999998,-1.0773
1.4509999999999998,-1.0769
1.3869999999999998,-1.0766
1.5,-1.0768
