Depth,Temperature
57.584,-1.8034
57.584,-1.8035
57.64100000000001,-1.8034
57.64100000000001,-1.8034
57.747,-1.8035
57.69,-1.8034
57.747,-1.8038
57.69,-1.8038
57.846,-1.804
57.81100000000001,-1.8038
57.846,-1.8038
57.903,-1.804
57.903,-1.804
57.953,-1.804
57.953,-1.8038
58.002,-1.8038
58.002,-1.8038
58.059,-1.804
58.002,-1.8041
58.12300000000001,-1.8037
58.165,-1.8035
58.108,-1.8034
58.215,-1.8032
58.165,-1.8035
58.264,-1.8034
58.264,-1.8034
58.264,-1.8032
58.32100000000001,-1.8032
58.335,-1.8034
58.371,-1.8037
58.428,-1.8034
58.371,-1.8034
58.477,-1.8032
58.477,-1.8034
58.527,-1.8028
58.527,-1.8025
58.583,-1.8019
58.548,-1.8019
58.633,-1.8022
58.633,-1.8025
58.683,-1.8025
58.683,-1.8023
58.739,-1.8025
58.739,-1.8026
58.739,-1.8027
58.803,-1.8026
58.846,-1.8028
58.846,-1.8025
58.895,-1.8028
58.945,-1.8031
58.895,-1.8031
59.002,-1.8031
58.945,-1.8032
58.945,-1.8028
59.122,-1.8028
59.101000000000006,-1.8023
59.101000000000006,-1.8019999999999998
59.101000000000006,-1.8014
59.158,-1.8013
59.207,-1.801
59.207,-1.801
59.278,-1.8011
59.264,-1.8011
59.31399999999999,-1.8011
59.31399999999999,-1.801
59.363,-1.8011
59.363,-1.8011
59.363,-1.801
59.363,-1.8014
59.434,-1.8013
59.42,-1.8014
59.363,-1.8013
59.42,-1.8015
59.42,-1.8015
59.47,-1.8014
59.42,-1.8013
59.434,-1.8014
59.526,-1.801
59.47,-1.801
59.42,-1.801
59.47,-1.8007
59.47,-1.801
59.47,-1.8011
59.47,-1.8011
59.484,-1.8013
59.47,-1.8013
59.47,-1.8013
59.47,-1.8015
59.47,-1.801
59.47,-1.8008
59.47,-1.8007
59.434,-1.8002
59.42,-1.7999
59.42,-1.7994
59.47,-1.7994
59.42,-1.7996
59.42,-1.7992
59.363,-1.7994
59.434,-1.7990000000000002
59.42,-1.7990000000000002
59.42,-1.7997
59.42,-1.8002
59.42,-1.8004
59.363,-1.8001
59.363,-1.8005
59.42,-1.7999
59.434,-1.8002
59.42,-1.8004
59.42,-1.8002
59.42,-1.8004
59.42,-1.8005
59.42,-1.8005
59.42,-1.8004
59.434,-1.8004
59.42,-1.8005
59.42,-1.8004
59.47,-1.8002
59.363,-1.8002
59.47,-1.8002
59.42,-1.8004
59.42,-1.8001
59.434,-1.8
59.42,-1.8004
59.42,-1.8002
59.363,-1.8002
59.47,-1.8002
59.363,-1.8002
59.42,-1.7996
59.434,-1.7994
59.42,-1.7996
59.42,-1.7994
59.363,-1.7997
59.42,-1.7996
59.42,-1.7997
59.363,-1.7999
59.42,-1.7996
59.385,-1.7997
59.42,-1.7997
59.42,-1.7996
59.363,-1.7997
59.42,-1.7997
59.42,-1.7997
59.42,-1.7999
59.385,-1.7996
59.42,-1.7997
59.42,-1.7996
59.363,-1.7994
59.42,-1.7996
59.42,-1.7993
59.42,-1.7994
59.264,-1.7994
59.541,-1.7999
59.42,-1.7999
59.363,-1.8002
59.42,-1.7999
59.42,-1.8001
59.42,-1.8005
59.363,-1.801
59.385,-1.801
59.42,-1.8011
59.42,-1.801
59.363,-1.8014
59.42,-1.8011
59.363,-1.8007
59.42,-1.8005
59.385,-1.8004
59.42,-1.8004
59.363,-1.8004
59.42,-1.8002
59.42,-1.8002
59.363,-1.8001
59.42,-1.8
59.363,-1.7997
59.385,-1.7997
59.42,-1.7997
59.42,-1.7993
59.42,-1.7993
59.363,-1.7993
59.363,-1.7994
59.42,-1.7994
59.434,-1.7996
59.363,-1.7994
59.363,-1.7996
59.42,-1.7996
59.42,-1.7993
59.363,-1.7994
59.42,-1.7994
59.363,-1.7994
59.434,-1.7996
59.363,-1.7996
59.363,-1.7996
59.42,-1.7996
59.42,-1.7994
59.363,-1.7994
59.42,-1.7996
59.385,-1.7993
59.42,-1.7993
59.363,-1.7990000000000002
59.363,-1.7992
59.42,-1.7990000000000002
59.42,-1.7993
59.363,-1.7994
59.363,-1.7993
59.385,-1.7992
59.42,-1.7993
59.363,-1.7997
59.42,-1.7992
59.363,-1.7996
59.42,-1.7994
59.363,-1.7994
59.385,-1.7997
59.42,-1.7996
59.363,-1.7997
59.42,-1.7997
59.363,-1.7999
59.42,-1.7999
59.363,-1.7996
59.363,-1.7999
59.434,-1.8001
59.363,-1.7999
59.363,-1.8001
59.42,-1.7999
59.42,-1.8
59.31399999999999,-1.8001
59.42,-1.7999
59.385,-1.7997
59.42,-1.7996
59.42,-1.7999
59.31399999999999,-1.7997
59.42,-1.7997
59.363,-1.7996
59.42,-1.7996
59.363,-1.7993
59.434,-1.7993
59.363,-1.7992
59.363,-1.7989
59.363,-1.7996
59.42,-1.7993
59.42,-1.7996
59.363,-1.7996
59.385,-1.7994
59.363,-1.7993
59.42,-1.7993
59.363,-1.7993
59.363,-1.7993
59.42,-1.8004
59.363,-1.8007
59.363,-1.8002
59.385,-1.8008
59.42,-1.8011
59.363,-1.8011
59.363,-1.801
59.42,-1.8007
59.42,-1.8008
59.363,-1.8005
59.385,-1.8001
59.363,-1.8001
59.363,-1.7997
59.42,-1.7994
59.363,-1.7994
59.42,-1.7994
59.363,-1.7997
59.207,-1.7996
59.541,-1.7996
59.363,-1.7999
59.42,-1.7997
59.363,-1.7994
59.363,-1.7994
59.42,-1.7993
59.363,-1.7994
59.385,-1.7996
59.363,-1.7997
59.363,-1.7999
59.42,-1.7999
59.363,-1.7997
59.363,-1.7997
59.363,-1.7999
59.434,-1.7996
59.363,-1.7996
59.363,-1.7994
59.363,-1.7993
59.42,-1.7993
59.363,-1.7992
59.363,-1.7993
59.42,-1.7992
59.328,-1.7992
59.42,-1.7993
59.363,-1.7992
59.363,-1.7993
59.363,-1.7993
59.42,-1.7993
59.363,-1.7992
59.385,-1.7992
59.363,-1.7993
59.42,-1.7993
59.363,-1.7994
59.363,-1.7993
59.363,-1.7993
59.363,-1.7992
59.42,-1.7990000000000002
59.385,-1.7992
59.363,-1.7992
59.363,-1.7994
59.363,-1.7992
59.42,-1.7993
59.363,-1.7990000000000002
59.363,-1.7992
59.385,-1.7993
59.363,-1.7992
59.42,-1.7992
59.31399999999999,-1.7993
59.42,-1.7992
59.363,-1.7990000000000002
59.363,-1.7992
59.42,-1.7993
59.328,-1.7992
59.42,-1.7993
59.363,-1.7994
59.363,-1.7992
59.42,-1.7993
59.363,-1.7993
59.363,-1.7993
59.328,-1.7993
59.42,-1.7993
59.42,-1.7993
59.31399999999999,-1.7994
59.42,-1.7996
59.363,-1.7997
59.363,-1.7997
59.363,-1.7996
59.434,-1.7994
59.363,-1.7997
59.363,-1.7996
59.363,-1.7996
59.42,-1.7997
59.363,-1.7994
59.363,-1.7996
59.385,-1.7996
59.363,-1.7999
59.363,-1.7996
59.42,-1.7996
59.363,-1.7994
59.363,-1.7993
59.363,-1.7996
59.42,-1.7994
59.385,-1.7993
59.363,-1.7993
59.363,-1.7993
59.363,-1.7993
59.42,-1.7993
59.363,-1.7993
59.363,-1.7994
59.385,-1.7993
59.42,-1.7993
59.363,-1.7994
59.363,-1.7992
59.42,-1.7992
59.363,-1.7994
59.363,-1.7992
59.363,-1.7996
59.385,-1.7994
59.42,-1.7993
59.363,-1.7997
59.363,-1.7993
59.363,-1.7994
59.42,-1.7993
59.363,-1.7994
59.385,-1.7994
59.42,-1.7994
59.363,-1.7993
59.363,-1.7994
59.42,-1.7994
59.363,-1.7996
59.363,-1.7994
59.363,-1.7993
59.434,-1.7993
59.363,-1.7996
59.363,-1.7993
59.42,-1.7996
59.363,-1.7993
59.363,-1.7994
59.42,-1.7993
59.385,-1.7994
59.363,-1.7990000000000002
59.42,-1.7992
59.31399999999999,-1.7992
59.42,-1.7989
59.363,-1.7987
59.42,-1.7989
59.363,-1.7989
59.385,-1.7990000000000002
59.42,-1.7989
59.363,-1.7984
59.42,-1.7986
59.363,-1.7986
59.42,-1.7985
59.363,-1.7987
59.385,-1.7992
59.363,-1.7994
59.42,-1.7993
59.363,-1.7996
59.42,-1.7999
59.363,-1.7997
59.42,-1.7997
59.363,-1.7997
59.385,-1.7997
59.42,-1.8001
59.363,-1.7999
59.363,-1.8002
59.42,-1.8002
59.363,-1.8004
59.42,-1.8004
59.385,-1.8002
59.363,-1.8002
59.42,-1.8001
59.42,-1.8001
59.363,-1.8004
59.42,-1.8
59.363,-1.8002
59.31399999999999,-1.8002
59.484,-1.8001
59.42,-1.8002
59.363,-1.8002
59.42,-1.8001
59.363,-1.7999
59.42,-1.8004
59.363,-1.8001
59.434,-1.7999
59.42,-1.7997
59.363,-1.7996
59.363,-1.7996
59.42,-1.7993
59.42,-1.7993
59.363,-1.7996
59.434,-1.7997
59.42,-1.7999
59.363,-1.7997
59.363,-1.7999
59.42,-1.7997
59.42,-1.8001
59.42,-1.7997
59.363,-1.7997
59.434,-1.7999
59.42,-1.7999
59.363,-1.7997
59.42,-1.8
59.42,-1.8005
59.363,-1.8007
59.42,-1.8004
59.385,-1.7999
59.42,-1.8001
59.42,-1.7997
59.363,-1.7997
59.42,-1.7996
59.42,-1.7996
59.42,-1.7992
59.363,-1.7992
59.484,-1.7992
59.363,-1.7994
59.42,-1.7994
59.42,-1.7994
59.363,-1.7997
59.42,-1.7997
59.42,-1.7997
59.434,-1.8001
59.42,-1.7999
59.42,-1.7997
59.363,-1.7997
59.42,-1.7997
59.42,-1.7999
59.42,-1.7999
59.42,-1.7999
59.434,-1.7997
59.42,-1.7996
59.42,-1.7997
59.363,-1.7999
59.42,-1.7997
59.42,-1.7999
59.42,-1.7999
59.434,-1.8002
59.42,-1.8001
59.42,-1.8
59.363,-1.7997
59.47,-1.7996
59.42,-1.7996
59.363,-1.7996
59.363,-1.7996
59.484,-1.7993
59.42,-1.7994
59.42,-1.7997
59.42,-1.7997
59.42,-1.7996
59.42,-1.7997
59.42,-1.7997
59.434,-1.7997
59.42,-1.7997
59.42,-1.7996
59.42,-1.7997
59.42,-1.7996
59.42,-1.7997
59.42,-1.7996
59.434,-1.7996
59.42,-1.7994
59.42,-1.7996
59.42,-1.7997
59.42,-1.7996
59.47,-1.8001
59.363,-1.7999
59.42,-1.7996
59.434,-1.7999
59.47,-1.8
59.42,-1.7997
59.42,-1.7999
59.42,-1.7999
59.42,-1.7999
59.42,-1.7999
59.385,-1.7999
59.47,-1.7997
59.47,-1.7997
59.363,-1.7997
59.47,-1.7999
59.42,-1.7999
59.42,-1.7996
59.42,-1.7999
59.434,-1.7997
59.42,-1.7997
59.42,-1.7999
59.42,-1.7999
59.47,-1.7996
59.42,-1.7997
59.42,-1.7999
59.434,-1.7999
59.47,-1.7997
59.42,-1.7996
59.42,-1.7997
59.42,-1.7999
59.42,-1.8001
59.47,-1.7997
59.264,-1.8
59.59,-1.8002
59.42,-1.8005
59.42,-1.8005
59.42,-1.8004
59.47,-1.8001
59.42,-1.8002
59.42,-1.8002
59.484,-1.8004
59.42,-1.8007
59.47,-1.8008
59.363,-1.8007
59.47,-1.8007
59.47,-1.8005
59.363,-1.8008
59.434,-1.8008
59.47,-1.8005
59.42,-1.8005
59.47,-1.8004
59.42,-1.8007
59.42,-1.8004
59.47,-1.8005
59.42,-1.8007
59.434,-1.8001
59.42,-1.8001
59.47,-1.7999
59.42,-1.7999
59.42,-1.7999
59.47,-1.7997
59.42,-1.8
59.434,-1.8001
59.42,-1.7999
59.47,-1.8002
59.42,-1.8001
59.42,-1.7997
59.47,-1.7999
59.42,-1.7999
59.42,-1.7999
59.484,-1.8002
59.47,-1.8001
59.363,-1.7997
59.47,-1.8001
59.42,-1.8002
59.47,-1.8
59.42,-1.8002
59.484,-1.8002
59.42,-1.8002
59.42,-1.8002
59.42,-1.8001
59.47,-1.7999
59.42,-1.8002
59.47,-1.8001
59.385,-1.8002
59.47,-1.7999
59.47,-1.8001
59.363,-1.7997
59.47,-1.8001
59.47,-1.7997
59.42,-1.7999
59.42,-1.8001
59.434,-1.7997
59.47,-1.7997
59.42,-1.7999
59.42,-1.7997
59.47,-1.7997
59.42,-1.7999
59.42,-1.7999
59.434,-1.7997
59.47,-1.7996
59.47,-1.7996
59.42,-1.7996
59.47,-1.7993
59.42,-1.7994
59.42,-1.7994
59.47,-1.7996
59.434,-1.7992
59.42,-1.7993
59.42,-1.7994
59.47,-1.7993
59.42,-1.7992
59.47,-1.7990000000000002
59.42,-1.7993
59.434,-1.7992
59.47,-1.7994
59.42,-1.7993
59.42,-1.7992
59.47,-1.7994
59.42,-1.7993
59.42,-1.7992
59.434,-1.7993
59.47,-1.7992
59.42,-1.7993
59.47,-1.7994
59.42,-1.7996
59.47,-1.7993
59.42,-1.7994
59.42,-1.7992
59.484,-1.7994
59.42,-1.7999
59.42,-1.7997
59.42,-1.7996
59.47,-1.7996
59.47,-1.7996
59.42,-1.7994
59.434,-1.7996
59.42,-1.7996
59.47,-1.7996
59.42,-1.7997
59.42,-1.7994
59.47,-1.7997
59.42,-1.7996
59.42,-1.7994
59.484,-1.7997
59.42,-1.7996
59.42,-1.7994
59.42,-1.7996
59.47,-1.7996
59.42,-1.7996
59.47,-1.7993
59.434,-1.7997
59.42,-1.7997
59.47,-1.7999
59.42,-1.8002
59.42,-1.8001
59.42,-1.8002
59.47,-1.8002
59.434,-1.8002
59.42,-1.8001
59.47,-1.8002
59.42,-1.7997
59.42,-1.8002
59.42,-1.7999
59.526,-1.7999
59.363,-1.7999
59.434,-1.8001
59.47,-1.8001
59.42,-1.8002
59.42,-1.8002
59.47,-1.8002
59.42,-1.8002
59.42,-1.7999
59.434,-1.8002
59.47,-1.8002
59.47,-1.8004
59.42,-1.8007
59.42,-1.8002
59.42,-1.8005
59.42,-1.8004
59.47,-1.8007
59.434,-1.8005
59.42,-1.8002
59.42,-1.8005
59.42,-1.8002
59.47,-1.8001
59.42,-1.8004
59.42,-1.8005
59.434,-1.8004
59.42,-1.8005
59.47,-1.8005
59.42,-1.8002
59.47,-1.8004
59.42,-1.8004
59.42,-1.8004
59.434,-1.8002
59.42,-1.8002
59.47,-1.8002
59.42,-1.8004
59.363,-1.8004
59.47,-1.8004
59.47,-1.8004
59.42,-1.8004
59.434,-1.8002
59.42,-1.8005
59.42,-1.8005
59.42,-1.8005
59.47,-1.8007
59.363,-1.8007
59.42,-1.8004
59.484,-1.8005
59.42,-1.8007
59.42,-1.8005
59.47,-1.8004
59.363,-1.8004
59.47,-1.8002
59.42,-1.8004
59.42,-1.8004
59.434,-1.8004
59.42,-1.8004
59.47,-1.8005
59.42,-1.8007
59.42,-1.8007
59.42,-1.8005
59.42,-1.8005
59.434,-1.8007
59.42,-1.8007
59.42,-1.8005
59.42,-1.8005
59.42,-1.8004
59.47,-1.8005
59.363,-1.8002
59.47,-1.8
59.434,-1.8002
59.42,-1.8001
59.363,-1.8001
59.47,-1.8001
59.42,-1.8002
59.42,-1.8005
59.42,-1.8
59.434,-1.8005
59.42,-1.8002
59.47,-1.8005
59.363,-1.8002
59.47,-1.8005
59.42,-1.8007
59.363,-1.8002
59.434,-1.8007
59.47,-1.8002
59.42,-1.8002
59.363,-1.8001
59.42,-1.8004
59.47,-1.8001
59.42,-1.8001
59.363,-1.7999
59.484,-1.7999
59.363,-1.8002
59.47,-1.8004
59.42,-1.8002
59.42,-1.8002
59.42,-1.8001
59.363,-1.8004
59.434,-1.8005
59.42,-1.8005
59.42,-1.8005
59.42,-1.8005
59.363,-1.8005
59.47,-1.8004
59.42,-1.8002
59.42,-1.8004
59.434,-1.8005
59.42,-1.8004
59.363,-1.8007
59.42,-1.8002
59.42,-1.8002
59.42,-1.8004
59.42,-1.8001
59.434,-1.8004
59.42,-1.8002
59.42,-1.8002
59.42,-1.8001
59.363,-1.8005
59.47,-1.8004
59.42,-1.8005
59.363,-1.8004
59.434,-1.8002
59.42,-1.8004
59.363,-1.8004
59.42,-1.8002
59.42,-1.8004
59.42,-1.8005
59.42,-1.8002
59.385,-1.8001
59.42,-1.8002
59.42,-1.8002
59.42,-1.8002
59.363,-1.8004
59.47,-1.8004
59.363,-1.8002
59.434,-1.8004
59.42,-1.8002
59.363,-1.8004
59.42,-1.8004
59.363,-1.8004
59.47,-1.8004
59.363,-1.8004
59.42,-1.8004
59.385,-1.8002
59.42,-1.8004
59.42,-1.8004
59.363,-1.8002
59.42,-1.8004
59.42,-1.8004
59.42,-1.8002
59.385,-1.8002
59.42,-1.8002
59.47,-1.8001
59.31399999999999,-1.8002
59.42,-1.8001
59.42,-1.8001
59.42,-1.8001
59.363,-1.8001
59.385,-1.7999
59.42,-1.8002
59.42,-1.8002
59.363,-1.8
59.42,-1.8001
59.42,-1.8002
59.363,-1.8004
59.385,-1.8001
59.42,-1.8002
59.42,-1.8002
59.363,-1.8002
59.42,-1.8004
59.42,-1.8002
59.363,-1.8001
59.363,-1.8001
59.434,-1.8002
59.42,-1.7999
59.363,-1.8002
59.363,-1.8001
59.42,-1.8001
59.42,-1.8001
59.363,-1.8001
59.385,-1.8002
59.42,-1.8002
59.42,-1.8002
59.363,-1.8002
59.42,-1.8002
59.42,-1.8002
59.363,-1.8001
59.363,-1.8001
59.385,-1.8002
59.47,-1.8
59.363,-1.8002
59.363,-1.8002
59.363,-1.8002
59.42,-1.8002
59.42,-1.8001
59.328,-1.8002
59.42,-1.8002
59.363,-1.8002
59.42,-1.8002
59.363,-1.8001
59.42,-1.8002
59.363,-1.8001
59.42,-1.8002
59.385,-1.8
59.42,-1.8001
59.363,-1.8001
59.363,-1.8002
59.42,-1.8001
59.363,-1.8002
59.363,-1.7999
59.434,-1.8002
59.363,-1.8001
59.42,-1.8001
59.31399999999999,-1.8002
59.42,-1.7999
59.42,-1.8002
59.363,-1.8004
59.264,-1.8001
59.484,-1.8002
59.42,-1.8002
59.31399999999999,-1.8001
59.42,-1.8002
59.42,-1.8001
59.363,-1.8004
59.363,-1.8001
59.385,-1.8004
59.42,-1.8001
59.363,-1.8001
59.363,-1.8001
59.363,-1.8001
59.42,-1.8002
59.363,-1.8001
59.385,-1.8
59.363,-1.8002
59.363,-1.8004
59.42,-1.7999
59.31399999999999,-1.8002
59.42,-1.8001
59.363,-1.8001
59.42,-1.8002
59.385,-1.8001
59.363,-1.8001
59.363,-1.8001
59.363,-1.7997
59.42,-1.7999
59.363,-1.7997
59.363,-1.7997
59.385,-1.8001
59.363,-1.8001
59.363,-1.7999
59.42,-1.8001
59.31399999999999,-1.8002
59.42,-1.8004
59.42,-1.8002
59.363,-1.8005
59.328,-1.8004
59.42,-1.8005
59.363,-1.8004
59.363,-1.8002
59.363,-1.8001
59.42,-1.7999
59.363,-1.8002
59.385,-1.8002
59.363,-1.8001
59.363,-1.8002
59.42,-1.8002
59.31399999999999,-1.8002
59.42,-1.8002
59.363,-1.8001
59.363,-1.8002
59.385,-1.8002
59.42,-1.8001
59.363,-1.8001
59.363,-1.8002
59.363,-1.8001
59.363,-1.8004
59.363,-1.8001
59.385,-1.8001
59.42,-1.8002
59.363,-1.8001
59.363,-1.8001
59.42,-1.8001
59.363,-1.7999
59.363,-1.8001
59.363,-1.8001
59.385,-1.7997
59.363,-1.7999
59.42,-1.7999
59.363,-1.8001
59.363,-1.8
59.42,-1.8001
59.363,-1.8001
59.385,-1.7999
59.42,-1.8001
59.363,-1.8001
59.363,-1.8001
59.42,-1.8
59.363,-1.7999
59.363,-1.8001
59.42,-1.7999
59.385,-1.8001
59.363,-1.8004
59.363,-1.8004
59.42,-1.8
59.363,-1.8002
59.363,-1.8002
59.363,-1.8002
59.434,-1.7999
59.42,-1.8002
59.363,-1.8002
59.363,-1.8004
59.42,-1.8001
59.363,-1.8002
59.42,-1.8001
59.31399999999999,-1.8002
59.434,-1.8002
59.42,-1.8001
59.31399999999999,-1.7999
59.42,-1.7999
59.42,-1.7999
59.363,-1.8001
59.363,-1.8002
59.434,-1.8002
59.363,-1.8001
59.42,-1.8002
59.42,-1.8
59.363,-1.7999
59.42,-1.8002
59.363,-1.8001
59.363,-1.8001
59.434,-1.8001
59.363,-1.8002
59.42,-1.8
59.363,-1.8002
59.42,-1.8001
59.363,-1.8001
59.42,-1.8001
59.385,-1.7999
59.42,-1.8001
59.363,-1.7999
59.42,-1.8004
59.42,-1.7999
59.363,-1.8001
59.42,-1.8001
59.363,-1.7999
59.434,-1.8001
59.363,-1.7999
59.42,-1.8001
59.363,-1.7997
59.42,-1.8001
59.363,-1.7999
59.42,-1.8001
59.385,-1.7999
59.42,-1.8
59.42,-1.8001
59.42,-1.8001
59.363,-1.7999
59.47,-1.7997
59.363,-1.7997
59.31399999999999,-1.7999
59.59,-1.8
59.47,-1.8002
59.363,-1.7999
59.47,-1.7999
59.47,-1.7999
59.47,-1.7999
59.42,-1.8001
59.484,-1.7999
59.47,-1.7997
59.47,-1.7999
59.42,-1.8001
59.526,-1.7997
59.526,-1.7999
59.47,-1.7996
59.434,-1.7999
59.526,-1.7999
59.47,-1.7997
59.47,-1.8001
59.526,-1.7999
59.526,-1.7999
59.47,-1.7999
59.526,-1.8001
59.541,-1.7996
59.47,-1.7999
59.526,-1.7994
59.526,-1.7996
59.526,-1.7996
59.576,-1.7996
59.47,-1.7997
59.59,-1.8
59.526,-1.7997
59.576,-1.8001
59.526,-1.8001
59.576,-1.8001
59.576,-1.7999
59.526,-1.8004
59.59,-1.7999
59.576,-1.7999
59.576,-1.7999
59.576,-1.7999
59.576,-1.7999
59.62600000000001,-1.7997
59.62600000000001,-1.7999
59.59,-1.7999
59.62600000000001,-1.7999
59.62600000000001,-1.7997
59.576,-1.7996
59.62600000000001,-1.7997
59.682,-1.7997
59.62600000000001,-1.7999
59.576,-1.7999
59.697,-1.7996
59.62600000000001,-1.7994
59.62600000000001,-1.7996
59.682,-1.7994
59.682,-1.7996
59.62600000000001,-1.7996
59.682,-1.7996
59.697,-1.7997
59.732,-1.7997
59.62600000000001,-1.7994
59.682,-1.7996
59.732,-1.7994
59.682,-1.7994
59.732,-1.7997
59.746,-1.7999
59.682,-1.8001
59.732,-1.8001
59.732,-1.8001
59.782,-1.8001
59.732,-1.7999
59.732,-1.8001
59.746,-1.8
59.782,-1.7999
59.782,-1.7997
59.682,-1.7997
59.838,-1.7994
59.782,-1.7994
59.838,-1.7996
59.803,-1.7997
59.782,-1.7999
59.838,-1.7994
59.782,-1.7994
59.838,-1.7993
59.838,-1.7994
59.838,-1.7994
59.803,-1.7993
59.88800000000001,-1.7992
59.838,-1.7987
59.88800000000001,-1.7987
59.838,-1.7990000000000002
59.88800000000001,-1.7992
59.88800000000001,-1.7994
59.853,-1.7993
59.88800000000001,-1.7994
59.945,-1.7993
59.838,-1.7992
59.994,-1.7990000000000002
59.88800000000001,-1.7990000000000002
59.88800000000001,-1.7989
59.959,-1.7986
59.945,-1.7987
59.994,-1.7986
59.945,-1.7984
59.994,-1.7986
59.945,-1.7986
59.959,-1.7984
59.994,-1.7986
59.994,-1.7985
59.994,-1.7987
59.994,-1.7987
60.044,-1.7987
59.994,-1.7987
60.008,-1.7987
60.044,-1.7990000000000002
60.101000000000006,-1.7986
59.994,-1.7985
60.101000000000006,-1.7987
60.044,-1.7987
60.044,-1.7986
60.058,-1.7987
60.15,-1.7989
60.044,-1.7986
60.101000000000006,-1.7985
60.15,-1.7984
60.101000000000006,-1.7984
60.115,-1.7986
60.15,-1.7986
60.101000000000006,-1.7986
60.15,-1.7986
60.207,-1.7985
60.15,-1.7986
60.15,-1.7983
60.164,-1.7987
60.207,-1.7983
60.15,-1.7987
60.257,-1.7986
60.207,-1.7987
60.257,-1.7984
60.207,-1.7986
60.221,-1.7984
60.257,-1.7987
60.257,-1.7986
60.257,-1.7986
60.306,-1.7987
60.257,-1.7987
60.271,-1.7989
60.306,-1.7987
60.306,-1.7986
60.306,-1.7989
60.306,-1.7986
60.363,-1.7986
60.306,-1.7989
60.377,-1.7989
60.363,-1.7989
60.306,-1.7990000000000002
60.413,-1.7986
60.413,-1.7989
60.363,-1.7987
60.427,-1.7987
60.413,-1.7987
60.413,-1.7986
60.413,-1.7987
60.462,-1.7989
60.413,-1.7987
60.476000000000006,-1.7989
60.462,-1.7989
60.462,-1.7989
60.519,-1.7986
60.462,-1.7983
60.519,-1.7983
60.519,-1.798
60.476000000000006,-1.7983
60.569,-1.7981
60.519,-1.7985
60.569,-1.7984
60.519,-1.7986
60.625,-1.7986
60.583,-1.7986
60.569,-1.7986
60.569,-1.7986
60.625,-1.7983
60.675,-1.7981
60.569,-1.798
60.639,-1.7981
60.675,-1.7978
60.675,-1.7981
60.625,-1.7981
60.725,-1.798
60.675,-1.7978
60.68899999999999,-1.7981
60.725,-1.798
60.725,-1.798
60.725,-1.7976
60.725,-1.7978
60.78100000000001,-1.7975
60.739,-1.7978
60.78100000000001,-1.7975
60.78100000000001,-1.7978
60.78100000000001,-1.7976
60.831,-1.7978
60.78100000000001,-1.7981
60.845,-1.7983
60.831,-1.7983
60.88800000000001,-1.7981
60.831,-1.7983
60.88800000000001,-1.7983
60.88800000000001,-1.798
60.895,-1.7978
60.88800000000001,-1.7978
60.88800000000001,-1.7976
60.937,-1.7978
60.937,-1.7981
60.937,-1.798
60.951,-1.7984
60.987,-1.7981
60.937,-1.7981
61.044,-1.7984
60.987,-1.7978
60.987,-1.7981
61.058,-1.7983
61.044,-1.7983
61.044,-1.7983
61.093,-1.7983
61.044,-1.7983
61.093,-1.7984
61.107,-1.7985
61.093,-1.7983
61.143,-1.7983
61.093,-1.7984
61.2,-1.7986
61.107,-1.7984
61.2,-1.7984
61.143,-1.7986
61.2,-1.7987
61.249,-1.7983
61.2,-1.7986
61.214,-1.7983
61.249,-1.7984
61.249,-1.7987
61.306,-1.7984
61.249,-1.7985
61.306,-1.7986
61.32,-1.7986
61.306,-1.7989
61.306,-1.7986
61.356,-1.7981
61.356,-1.7983
61.32,-1.7981
61.405,-1.7984
61.405,-1.7983
61.405,-1.7983
61.405,-1.7983
61.405,-1.7984
61.476000000000006,-1.7983
61.462,-1.7983
61.462,-1.7987
61.462,-1.7987
61.512,-1.7986
61.356,-1.7984
61.682,-1.7984
61.512,-1.7983
61.512,-1.7983
61.56100000000001,-1.7982
61.56100000000001,-1.7983
61.632,-1.798
61.56100000000001,-1.7976
61.618,-1.798
61.618,-1.7981
61.618,-1.7983
61.632,-1.7981
61.667,-1.7979
61.724,-1.7983
61.667,-1.7983
61.667,-1.7983
61.724,-1.7983
61.738,-1.7981
61.774,-1.7983
61.724,-1.7981
61.823,-1.798
61.724,-1.798
61.838,-1.7978
61.823,-1.798
61.823,-1.7978
61.823,-1.7978
61.823,-1.7979
61.894,-1.7976
61.88,-1.7978
61.93,-1.798
61.88,-1.7981
61.987,-1.798
61.894,-1.798
61.93,-1.7983
61.987,-1.7984
61.987,-1.7984
62.036,-1.7984
61.987,-1.7983
61.994,-1.7983
62.08600000000001,-1.7984
61.987,-1.7983
62.143,-1.7985
62.036,-1.7983
62.157,-1.7984
62.08600000000001,-1.7984
62.143,-1.7983
62.08600000000001,-1.7984
62.192,-1.7983
62.157,-1.7986
62.192,-1.7984
62.192,-1.7983
62.242,-1.7984
62.192,-1.7984
62.256,-1.7981
62.242,-1.798
62.298,-1.798
62.298,-1.7979
62.298,-1.7978
62.313,-1.7978
62.348,-1.7976
62.348,-1.7976
62.348,-1.7975
62.405,-1.7978
62.362,-1.7978
62.405,-1.7981
62.45399999999999,-1.798
62.45399999999999,-1.7978
62.405,-1.798
62.518,-1.7975
62.45399999999999,-1.7976
62.504,-1.7981
62.504,-1.7979
62.504,-1.7978
62.575,-1.7978
62.61,-1.7978
62.56100000000001,-1.7978
62.61,-1.7975
62.575,-1.798
62.667,-1.7978
62.61,-1.7976
62.667,-1.798
