Salinity,Depth
33.8716,16.179000000000002
33.8723,16.179000000000002
33.873,16.285999999999998
33.8721,16.236
33.8715,16.285999999999998
33.8712,16.285999999999998
33.8712,16.335
33.872,16.342
33.8711,16.342
33.8708,16.392
33.8712,16.342
33.8706,16.442
33.8708,16.392
33.8709,16.491
33.8709,16.442
33.8707,16.442
33.8708,16.548
33.8711,16.548
33.8708,16.548
33.8707,16.541
33.8706,16.597
33.8711,16.654
33.8714,16.654
33.8715,16.654
33.8715,16.704
33.8712,16.704
33.8707,16.753
33.8703,16.704
33.8704,16.76
33.8708,16.81
33.8702,16.81
33.8704,16.81
33.8701,16.852
33.87,16.916
33.8705,16.86
33.8705,16.81
33.8707,17.015
33.8704,16.965999999999998
33.8697,16.916
33.8692,17.015
33.8697,17.015
33.869,17.072
33.87,17.015
33.8708,17.072
33.8705,17.122
33.8701,17.115
33.8697,17.122
33.8691,17.178
33.8694,17.178
33.8698,17.178
33.87,17.227999999999998
33.8698,17.271
33.8701,17.227999999999998
33.8705,17.278
33.8704,17.334
33.8695,17.334
33.8699,17.334
33.8708,17.377
33.8712,17.384
33.8714,17.384
33.8718,17.441
33.8716,17.441
33.8718,17.49
33.8723,17.483
33.8721,17.49
33.8705,17.54
33.87,17.54
33.8703,17.596
33.8707,17.596
33.8709,17.589000000000002
33.8706,17.695999999999998
33.8708,17.646
33.8711,17.695999999999998
33.8712,17.695999999999998
33.8719,17.745
33.8726,17.752
33.8725,17.752
33.8719,17.859
33.8716,17.802
33.8714,17.859
33.8717,17.901
33.8718,17.859
33.8716,17.908
33.8716,17.958
33.8715,17.958
33.8727,17.951
33.8727,18.014
33.8716,18.064
33.8718,18.014
33.8718,18.064
33.8725,18.064
33.8726,18.107
33.8727,18.114
33.873,18.17
33.873,18.17
33.8724,18.22
33.8728,18.213
33.8724,18.22
33.8723,18.22
33.8723,18.326
33.8726,18.277
33.8727,18.319000000000003
33.8727,18.326
33.8723,18.375999999999998
33.8724,18.433
33.8725,18.375999999999998
33.8728,18.433
33.8725,18.475
33.8721,18.482
33.8722,18.482
33.8726,18.532
33.8725,18.482
33.8719,18.581
